Group,Region,Subregion,Name,SciName,Stock,start.yr,end.yr,btype,MaxCatch,LastCatch,MSY_BSM,lcl,ucl,r_BSM,lcl,ucl,k_BSM,lcl,ucl,q_BSM,lcl,ucl,rel_B_BSM,lcl,ucl,rel_F_BSM,r_CMSY,lcl,ucl,k_CMSY,lcl,ucl,MSY_CMSY,lcl,ucl,rel_B_CMSY,2.5th,97.5th,rel_F_CMSY,F_msy,lcl,ucl,curF_msy,lcl,ucl,MSY,lcl,ucl,Bmsy,lcl,ucl,B,lcl,ucl,B_Bmsy,lcl,ucl,F,lcl,ucl,F_Fmsy,lcl,ucl,sel_B,sel_B_Bmsy,sel_F,sel_F_Fmsy,c00,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,c11,c12,c13,c14,c15,F.Fmsy00,F.Fmsy01,F.Fmsy02,F.Fmsy03,F.Fmsy04,F.Fmsy05,F.Fmsy06,F.Fmsy07,F.Fmsy08,F.Fmsy09,F.Fmsy10,F.Fmsy11,F.Fmsy12,F.Fmsy13,F.Fmsy14,F.Fmsy15,B00,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,Runtime,st.bio1.ext,st.bio2.ext,int.bio1.ext,int.bio2.ext,end.bio1.ext,end.bio2.ext,total.num.samples
Benthic fish & inv.,Mediterranean,Aegean Sea,Shortfin squid in Aegean Sea,Illex coindetii,ILLECOI_AL,1990,2014,None,1.515,1.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49782832,0.339850318,0.729241738,7.449403841,5.287241274,10.4957604,0.92713105,0.83163083,1.033598026,0.397181386,0.271033489,0.553291967,1.378180286,0.24891416,0.169925159,0.364620869,0.24891416,0.169925159,0.364620869,0.92713105,0.83163083,1.033598026,3.724701921,2.643620637,5.247880201,2.958764543,2.019037915,4.121695301,0.794362772,0.542066978,1.106583933,0.343048588,0.246257893,0.50271468,1.378180286,0.989328581,2.019630704,NA,NA,NA,NA,0.72,0.599,0.799,1.01,1.069,0.847,1.041,1.176,1.184,1.236,0.902,1.014,1.515,1.108,1.015,NA,0.726552326,0.562432399,0.710010107,0.874444438,0.910283431,0.738539374,0.94456893,1.105476933,1.158276678,1.300308521,1.021452382,1.19295797,1.877848497,1.430115603,1.378180286,NA,3.98121834,4.278651249,4.520980617,4.640230462,4.717929687,4.60744493,4.427590736,4.27373937,4.106669828,3.818760828,3.547634003,3.414783772,3.241174988,3.112569176,2.958764543,NA,0.35,1,1,0.9,0.9,0.9,0.9,2149
Benthic fish & inv.,Mediterranean,Aegean Sea,European squid in Aegean Sea,Loligo vulgaris,LOLIVUL_AL,1980,2014,None,1.258,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.410655753,0.311610895,0.541181807,5.779367573,4.431427688,7.537320226,0.593332635,0.551208519,0.638675935,0.325677523,0.107861799,0.401680385,1.278235662,0.205327876,0.155805448,0.270590903,0.205327876,0.155805448,0.270590903,0.593332635,0.551208519,0.638675935,2.889683787,2.215713844,3.768660113,1.882210118,0.623372986,2.321458594,0.651355047,0.215723599,0.803360771,0.262457414,0.212797248,0.792462957,1.278235662,1.036377776,3.859500088,NA,NA,NA,NA,0.437,0.284,0.257,0.39,0.418,0.47,0.614,0.602,0.48,0.558,0.512,0.481,0.667,0.616,0.494,NA,1.601419157,0.953084303,0.81640146,1.156428141,1.129469073,1.178256974,1.49490281,1.442403205,1.163044057,1.388234254,1.285872209,1.21635444,1.66979907,1.565509068,1.278235662,NA,1.385716582,1.451239557,1.533138661,1.642472248,1.802411803,1.942718713,2.000356941,2.03264669,2.010005083,1.957598067,1.939207291,1.925914559,1.945421466,1.916360494,1.882210118,NA,0.71,1,1,0.9,0.9,0.9,0.9,1041
Benthic fish & inv.,Mediterranean,Aegean Sea,Blackbellied angler in Aegean Sea,Lophius budegassa,LOPHBUD_AL,1982,2014,None,1.321,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.391605627,0.289709958,0.529339646,8.32734507,6.446809835,10.75643267,0.815258796,0.747041262,0.889705747,0.241697379,0.07896785,0.368093031,1.413376174,0.195802813,0.144854979,0.264669823,0.189300107,0.140044275,0.25588001,0.815258796,0.747041262,0.889705747,4.163672535,3.223404918,5.378216334,2.012697475,0.657592535,3.06523769,0.483394757,0.1579357,0.736186063,0.276743031,0.181715109,0.84702908,1.461927495,0.959931358,4.474530383,NA,NA,NA,NA,0.792,0.606,0.607,0.733,0.959,1.174,1.275,1.252,0.891,1.048,0.964,1.097,0.927,0.53,0.557,NA,1.015157631,0.751829025,0.738034978,0.868522592,1.10015568,1.338763886,1.475498595,1.512694623,1.206309175,1.567816302,1.611880932,1.989504595,1.875137353,1.231616383,1.461927495,NA,3.984490267,4.116561508,4.200420974,4.310264557,4.451901371,4.47862996,4.413188287,4.227018399,3.772247205,3.413871572,3.054394637,2.81606551,2.524804302,2.197766174,2.012697475,NA,0.42,1,1,0.9,0.9,0.9,0.9,1227
Large predators,Mediterranean,Aegean Sea,Hake in Aegean Sea,Merluccius merluccius,MERLMER_AL,1980,2014,None,4.867,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568360147,0.413023825,0.78211773,21.84477313,15.72492486,30.34635252,3.103924615,2.929748538,3.28845561,0.259490005,0.142390117,0.389230617,1.62023762,0.284180073,0.206511913,0.391058865,0.284180073,0.206511913,0.391058865,3.103924615,2.929748538,3.28845561,10.92238656,7.862462428,15.17317626,5.668500296,3.1104798,8.502654515,0.518980011,0.284780234,0.778461233,0.460439246,0.30696296,0.839098842,1.62023762,1.0801706,2.952701196,NA,NA,NA,NA,2.473,2.243,2.339,2.565,3.065,3.073,3.67,4.091,4.178,4.057,3.567,3.237,3.445,3.786,2.61,NA,1.064126492,0.915681379,0.889381062,0.924085917,1.043345822,0.999699478,1.165658108,1.295841202,1.401013326,1.470302946,1.431392811,1.43027282,1.67840311,1.996813117,1.62023762,NA,8.177814198,8.619682499,9.254409696,9.767454475,10.33733464,10.81681676,11.07901763,11.10923294,10.49379431,9.709671973,8.769011824,7.963980569,7.222695876,6.671900588,5.668500296,NA,1.34,1,1,0.9,0.9,0.9,0.9,1654
Large predators,Mediterranean,Aegean Sea,Blue whiting in Aegean Sea,Micromesistius poutassou,MICMPOU_AL,1985,2014,None,1.965,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.438234992,0.345590753,0.555714837,10.62103063,8.027883601,14.05180959,1.16362682,1.07080216,1.264498174,0.192058891,0.069398868,0.284894021,1.172338837,0.219117496,0.172795376,0.277857418,0.168333853,0.132747553,0.21345995,1.16362682,1.07080216,1.264498174,5.310515317,4.013941801,7.025904793,2.039863362,0.737087504,3.025868121,0.384117781,0.138797736,0.569788041,0.256879951,0.173173443,0.710906096,1.526014798,1.028749949,4.223191494,NA,NA,NA,NA,0.318,0.22,0.458,1.106,1.053,1.089,1.269,1.003,0.872,0.624,0.568,0.463,0.523,1.14,0.524,NA,0.958426598,0.565857653,0.924355421,1.807999867,1.579426011,1.623659986,1.9688512,1.647838354,1.58622846,1.43199473,1.483950039,1.279956005,1.392093384,3.019750901,1.526014798,NA,2.005159563,2.170563772,2.45034959,2.791770257,3.042650215,3.060946473,2.941519086,2.777853061,2.581012931,2.297927866,2.153670874,2.093667835,2.13369071,2.138856622,2.039863362,NA,2.89,1,1,0.9,0.9,0.9,0.9,1224
Benthic fish & inv.,Mediterranean,Aegean Sea,Red mullet in Aegean Sea,Mullus barbatus,MULLBAR_AL,1985,2014,None,4.788,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44374731,0.324246905,0.607289297,30.9746697,20.80441725,46.11665646,3.43623159,2.451038264,4.817422769,0.163704541,0.059830845,0.281438064,1.706585619,0.221873655,0.162123453,0.303644649,0.145286899,0.106161381,0.198832031,3.43623159,2.451038264,4.817422769,15.48733485,10.40220863,23.05832823,5.070694074,1.853240665,8.71745106,0.327409081,0.11966169,0.562876127,0.378646389,0.220247867,1.036023025,2.606197746,1.515951323,7.130877124,NA,NA,NA,NA,2.282,2.081,1.85,1.537,1.903,2.298,2.692,2.363,2.145,2.391,2.485,2.035,1.948,2.062,1.92,NA,1.665451525,1.5218315,1.459983342,1.199314689,1.404409478,1.58047591,1.690783869,1.505511848,1.454867182,1.713353483,1.911537797,1.675424531,1.914982689,2.438766084,2.606197746,NA,6.915320283,6.908332513,6.650164547,6.687916386,6.876904538,7.123633201,7.4544217,7.401338198,7.173357112,6.978896853,6.735847235,6.510888369,5.958439411,5.432249825,5.070694074,NA,8.13,1,1,0.9,0.9,0.9,0.9,1019
Benthic fish & inv.,Mediterranean,Aegean Sea,Surmulet in Aegean Sea,Mullus surmuletus,MULLSUR_AL,1985,2014,None,3.566,1.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.621885056,0.540640895,0.715338086,13.14965971,11.66559973,14.822517,2.044394217,1.947581711,2.146019184,0.227670764,0.108874642,0.29263527,1.583418006,0.310942528,0.270320448,0.357669043,0.283170092,0.246176251,0.325723137,2.044394217,1.947581711,2.146019184,6.574829853,5.832799865,7.411258502,2.993793071,1.431664491,3.84805422,0.455341528,0.217749284,0.58527054,0.492351998,0.383050736,1.029570831,1.738714688,1.352723139,3.635874201,NA,NA,NA,NA,1.787,1.713,1.163,1.266,1.302,1.426,1.808,1.838,1.649,1.821,1.678,1.475,1.606,1.447,1.474,NA,1.696458205,1.725016269,1.185176955,1.335349885,1.298578963,1.326153448,1.595086845,1.569162168,1.404364499,1.550605922,1.547012414,1.467498482,1.643949043,1.529922901,1.738714688,NA,3.387671281,3.240181085,3.220960929,3.165967955,3.255805925,3.458164286,3.645305807,3.767016763,3.776249562,3.776838219,3.488333771,3.259825693,3.213777406,3.162180757,2.993793071,NA,12.22,1,1,0.9,0.9,0.9,0.9,550
Benthic fish & inv.,Mediterranean,Aegean Sea,Norway lobster in Aegean Sea,Nephrops norvegicus,NEPRNOR_AL,1970,2014,None,1.595,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398519041,0.275408453,0.576661408,7.963031602,6.116054659,10.36777397,0.79335493,0.725819447,0.867174401,0.130592365,0.043527307,0.257225538,1.100321353,0.199259521,0.137704226,0.288330704,0.104087088,0.071932482,0.150615154,0.79335493,0.725819447,0.867174401,3.981515801,3.058027329,5.183886985,1.039911127,0.34660932,2.048295089,0.261184729,0.087054614,0.514451076,0.219249505,0.111312086,0.657801123,2.106404452,1.069413015,6.319718771,NA,NA,NA,NA,0.264,0.235,0.212,0.302,0.382,0.366,0.456,0.553,0.496,0.487,0.394,0.374,0.334,0.297,0.228,NA,1.431746893,1.290841666,1.088631993,1.413368817,1.602492966,1.422248929,1.665938238,1.988470675,1.832505165,1.941738203,1.865770177,2.084993348,2.129803181,2.291114907,2.106404452,NA,1.357277102,1.348643386,1.394848588,1.461084731,1.543239387,1.603438911,1.653684503,1.666873545,1.644439568,1.582955939,1.452508628,1.338699643,1.251708442,1.138031996,1.039911127,NA,9.51,1,1,0.9,0.9,0.9,0.9,1056
Benthic fish & inv.,Mediterranean,Aegean Sea,Saddled seabream in Aegean Sea,Oblada melanura,OBLAMEL_AL,1982,2014,None,1.471,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.811395236,0.759268355,0.86710084,4.634140327,4.201781068,5.110988942,0.940029846,0.904350401,0.977116956,0.557928471,0.363398132,0.671126454,0.209735777,0.405697618,0.379634178,0.43355042,0.405697618,0.379634178,0.43355042,0.940029846,0.904350401,0.977116956,2.317070164,2.100890534,2.555494471,2.585518829,1.684037936,3.110094166,1.115856943,0.726796263,1.342252909,0.085089305,0.070737408,0.130638387,0.209735777,0.174359929,0.322009254,NA,NA,NA,NA,0.418,0.261,0.282,0.337,0.324,0.296,0.325,0.318,0.355,0.343,0.254,0.233,0.202,0.219,0.22,NA,2.275116264,1.418848615,1.479382602,1.852096104,1.679545065,1.542345952,1.559789126,1.551113073,1.603379516,1.426909643,0.894562007,0.588403246,0.353309436,0.280275774,0.209735777,NA,0.724335397,0.72477898,0.737798328,0.720836148,0.742215535,0.740300977,0.771368859,0.765147558,0.795150574,0.82851846,0.90046119,1.063392998,1.409268276,1.925999174,2.585518829,NA,30.87,0.52,0.52,0.9,0.9,0.9,0.9,130
Benthic fish & inv.,Mediterranean,Aegean Sea,Common octopus in Aegean Sea,Octopus vulgaris,OCTOVUL_AL,1990,2014,None,4.15,1.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.677056874,0.52663372,0.870445613,19.37390653,15.77154238,23.79908351,3.279309151,3.035182947,3.543070942,0.245966783,0.107459654,0.355337755,1.234811078,0.338528437,0.26331686,0.435222806,0.333067002,0.259068804,0.428201414,3.279309151,3.035182947,3.543070942,9.686953265,7.885771191,11.89954176,4.765337457,2.081913289,6.884280446,0.491933565,0.214919308,0.710675509,0.418018665,0.289354859,0.956812184,1.255058777,0.86875871,2.872731845,NA,NA,NA,NA,2.785,3.386,2.717,3.363,4.15,3.28,3.242,2.748,2.158,2.138,1.941,1.679,1.632,1.933,1.992,NA,1.245165173,1.457808423,1.132643705,1.450411074,1.782773297,1.437835446,1.569660426,1.518255826,1.322429173,1.638682098,1.637894291,1.502894518,1.380804193,1.482833116,1.255058777,NA,6.606981309,6.861061972,7.086000299,6.849211921,6.876331732,6.738597266,6.101156217,5.346586724,4.831928906,4.320534944,4.117663563,3.997993872,4.112207822,4.318677907,4.765337457,NA,3.37,1,1,0.9,0.9,0.9,0.9,1112
Benthic fish & inv.,Mediterranean,Aegean Sea,Common pandora in Aegean Sea,Pagellus erythrinus,PAGEERY_AL,1970,2014,None,1.106,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411683677,0.298943705,0.566941021,6.144065783,4.854914617,7.775532079,0.632352898,0.592026888,0.67542572,0.323503649,0.13294959,0.382618401,1.028995329,0.205841838,0.149471853,0.283470511,0.205841838,0.149471853,0.283470511,0.632352898,0.592026888,0.67542572,3.072032892,2.427457308,3.88776604,1.987627701,0.816851024,2.350832623,0.647007298,0.265899179,0.765236801,0.21181029,0.179085485,0.515393857,1.028995329,0.87001499,2.503834311,NA,NA,NA,NA,0.362,0.252,0.296,0.329,0.279,0.371,0.475,0.423,0.412,0.452,0.475,0.521,0.416,0.468,0.421,NA,1.626732008,1.170976101,1.337002775,1.425295204,1.089501481,1.299579291,1.498528021,1.27841633,1.201187673,1.281613364,1.29699015,1.385113064,1.082216551,1.180958168,1.028995329,NA,1.288627473,1.267235591,1.285318647,1.312431496,1.382354072,1.459542248,1.539909115,1.607438649,1.666298095,1.713356576,1.779193897,1.827337834,1.867435057,1.925208131,1.987627701,NA,3.77,1,1,0.9,0.9,0.9,0.9,1211
Benthic fish & inv.,Mediterranean,Aegean Sea,Red porgy in Aegean Sea,Pagrus pagrus,PAGRPAG_AL,1985,2014,None,1.296,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505352032,0.33005367,0.773754995,5.994980125,4.682768454,7.674901515,0.757393847,0.686814152,0.835226586,0.309815924,0.11120076,0.388084217,1.342409589,0.252676016,0.165026835,0.386877497,0.252676016,0.165026835,0.386877497,0.757393847,0.686814152,0.835226586,2.997490063,2.341384227,3.837450758,1.857340306,0.666646345,2.326557169,0.619631848,0.22240152,0.776168435,0.339194707,0.270786383,0.945028806,1.342409589,1.071674261,3.74008116,NA,NA,NA,NA,0.519,0.377,0.402,0.471,0.494,0.53,0.822,0.614,0.648,0.807,0.788,0.804,0.614,0.585,0.63,NA,1.434042221,1.032263516,1.019093146,1.109901034,1.068305599,1.064500076,1.533880706,1.120125555,1.169611858,1.479794146,1.476264446,1.537462855,1.242533295,1.228025205,1.342409589,NA,1.465158395,1.471828656,1.561162648,1.679471471,1.83006883,1.970453326,2.120880565,2.169390057,2.192649543,2.158282102,2.112506415,2.069604673,1.955673342,1.885317787,1.857340306,NA,1.5,1,1,0.9,0.9,0.9,0.9,1554
Benthic fish & inv.,Mediterranean,Aegean Sea,Common spiny lobster in Aegean Sea,Palinurus elephas,PALIELE_AL,1982,2014,None,0.43,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2780373,0.161782894,0.477830123,1.727733103,0.933459276,3.197848851,0.120093562,0.103845224,0.138884227,0.383688668,0.168295077,0.489501473,1.258720469,0.13901865,0.080891447,0.238915062,0.13901865,0.080891447,0.238915062,0.120093562,0.103845224,0.138884227,0.863866551,0.466729638,1.598924426,0.662911613,0.290768975,0.845727899,0.767377336,0.336590154,0.979002946,0.174985621,0.137159954,0.39894215,1.258720469,0.986629881,2.869702367,NA,NA,NA,NA,0.143,0.104,0.079,0.062,0.066,0.109,0.114,0.129,0.123,0.135,0.144,0.126,0.115,0.095,0.116,NA,1.724965808,1.250990804,0.953755327,0.750904289,0.768104244,1.191702407,1.183417641,1.301248656,1.239082489,1.367977842,1.48237882,1.318550972,1.228755193,1.036784515,1.258720469,NA,0.596324261,0.598006844,0.595822702,0.593928324,0.618088557,0.657938975,0.69293699,0.713109708,0.714055263,0.709874602,0.698763519,0.687385797,0.673223716,0.659116276,0.662911613,NA,0.5,1,1,0.9,0.9,0.9,0.9,4179
Benthic fish & inv.,Mediterranean,Aegean Sea,Pink shrimp in Aegean Sea,Parapeneaus longirostris,PARELON_AL,1970,2014,None,1.757,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.865022293,0.73418077,1.019181649,5.216690952,4.493457453,6.056330738,1.128138493,1.073685227,1.185353423,0.217000635,0.124684659,0.295467695,1.52977796,0.432511147,0.367090385,0.509590824,0.375420774,0.318635387,0.44232613,1.128138493,1.073685227,1.185353423,2.608345476,2.246728727,3.028165369,1.132025249,0.650441335,1.541363649,0.43400127,0.249369319,0.590935389,0.66164602,0.485933349,1.151525833,1.762411848,1.294369899,3.067293858,NA,NA,NA,NA,1.022,0.777,0.88,0.783,1.018,1.206,0.899,0.94,0.893,0.662,0.635,0.794,0.889,0.9,0.749,NA,1.406914001,1.178423775,1.340006972,1.197055997,1.481336228,1.646574966,1.281845504,1.441905093,1.513398426,1.286472332,1.312709607,1.624487541,1.674517882,1.752367555,1.762411848,NA,1.679523326,1.524481711,1.518372431,1.512341922,1.588900967,1.693434858,1.621536403,1.507279781,1.364271719,1.245654715,1.207734402,1.214006369,1.265245765,1.244450308,1.132025249,NA,18.38,1,1,0.9,0.9,0.9,0.9,1004
Benthic fish & inv.,Mediterranean,Aegean Sea,Caramote prawn in Aegean Sea,Peneaus kerathurus,PENAKER_AL,1982,2014,None,3.227,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565525439,0.407485471,0.784859938,13.48735748,9.113386988,19.96061531,1.906860939,1.681207136,2.16280229,0.334698115,0.176316523,0.467207382,1.135967006,0.282762719,0.203742736,0.392429969,0.282762719,0.203742736,0.392429969,1.906860939,1.681207136,2.16280229,6.743678742,4.556693494,9.980307657,4.514193124,2.378043975,6.301392977,0.66939623,0.352633046,0.934414764,0.32120912,0.230107852,0.609744822,1.135967006,0.813784264,2.156383357,NA,NA,NA,NA,1.39,1.459,1.246,1.901,2.49,3.068,3.227,3.023,2.168,1.944,1.889,2.133,1.759,1.726,1.45,NA,0.442069696,0.476349676,0.410580897,0.630316144,0.847239345,1.099869799,1.284876203,1.378593772,1.182845453,1.221415014,1.318805488,1.550579052,1.336499884,1.331992403,1.135967006,NA,11.11992621,10.8319655,10.73240748,10.66599895,10.39372164,9.864882772,8.882097376,7.754962204,6.482001442,5.628735702,5.065578646,4.864909811,4.65451854,4.582652159,4.514193124,NA,0.51,1,1,0.9,0.9,0.9,0.9,6289
Large predators,Mediterranean,Aegean Sea,Bluefish in Aegean Sea,Pomatomus saltatrix,POMTSAL_AL,1982,2014,None,0.488,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.70468809,0.557942148,0.890030097,1.398924619,1.100406436,1.778424794,0.246451379,0.229762754,0.264352169,0.147265643,0.069702964,0.247181983,1.515409472,0.352344045,0.278971074,0.445015048,0.20755269,0.164331419,0.26214171,0.246451379,0.229762754,0.264352169,0.699462309,0.550203218,0.889212397,0.206013534,0.097509193,0.345788961,0.294531287,0.139405929,0.494363965,0.533945503,0.318113105,1.128098763,2.572578093,1.532686015,5.435240394,NA,NA,NA,NA,0.257,0.482,0.488,0.268,0.098,0.24,0.201,0.104,0.112,0.092,0.1,0.123,0.111,0.094,0.11,NA,0.882853698,1.614456223,1.839139959,1.283413766,0.65580658,1.953154074,1.901460812,1.107593834,1.512317974,1.48308415,1.623713891,2.026629073,1.875964371,1.814763583,2.572578093,NA,0.826185269,0.847332432,0.753074784,0.592653925,0.424114744,0.349237654,0.3239202,0.305288256,0.271125988,0.248138818,0.24724581,0.245442132,0.242344345,0.226744934,0.206013534,NA,4.15,1,1,0.9,0.9,0.9,0.9,1147
Benthic fish & inv.,Mediterranean,Aegean Sea,Turbot in Aegean Sea,Scophthalmus maximus,PSETMAX_AL,1982,2014,None,0.32,0.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.379083038,0.315057537,0.456119702,0.923199989,0.774672276,1.100204882,0.087492364,0.080514406,0.095075082,0.305839839,0.095974098,0.388773555,1.532214787,0.189541519,0.157528768,0.228059851,0.189541519,0.157528768,0.228059851,0.087492364,0.080514406,0.095075082,0.461599994,0.387336138,0.550102441,0.282351336,0.088603286,0.358915742,0.611679677,0.191948195,0.777547111,0.290418318,0.228465878,0.925473579,1.532214787,1.205360593,4.8826958,NA,NA,NA,NA,0.06,0.072,0.074,0.074,0.051,0.068,0.047,0.078,0.105,0.09,0.079,0.06,0.069,0.06,0.082,NA,1.247405121,1.425245547,1.442475527,1.435536681,1.007050018,1.321280536,0.893666865,1.404361247,1.821605649,1.562320202,1.441176681,1.165964148,1.337574137,1.147886531,1.532214787,NA,0.253769469,0.266525304,0.270656779,0.271965032,0.267186664,0.27152481,0.277471157,0.293029544,0.304109914,0.303926175,0.289204808,0.271494913,0.272161614,0.275770581,0.282351336,NA,0.61,1,1,0.9,0.9,0.9,0.9,1033
Benthic fish & inv.,Mediterranean,Aegean Sea,Thornback ray in Aegean Sea,Raja clavata,RAJACLA_AL,1982,2014,None,1.374,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105399225,0.062505545,0.177728175,28.49802928,13.48811498,60.21135451,0.750917547,0.482637027,1.168325535,0.273958863,0.070966583,0.389851086,0.894417351,0.052699612,0.031252773,0.088864088,0.052699612,0.031252773,0.088864088,0.750917547,0.482637027,1.168325535,14.24901464,6.744057491,30.10567726,7.807287691,2.02240777,11.10998768,0.547917725,0.141933167,0.779702173,0.047135448,0.033123349,0.181961326,0.894417351,0.628531172,3.452801991,NA,NA,NA,NA,0.64,0.456,0.482,0.501,0.489,0.463,0.658,0.597,0.564,0.559,0.642,0.541,0.447,0.476,0.368,NA,1.597903881,1.144976522,1.211544032,1.257222183,1.208114242,1.12381156,1.577471173,1.430134388,1.363009304,1.349011609,1.561487786,1.309819695,1.090641265,1.165325996,0.894417351,NA,7.600145427,7.557198697,7.549191035,7.56167958,7.680569706,7.817719352,7.915111588,7.92118327,7.851865714,7.863007698,7.801695873,7.837513982,7.777108853,7.750899358,7.807287691,NA,0.64,1,1,0.9,0.9,0.9,0.9,1821
Plankton feeders,Mediterranean,Aegean Sea,Sardine in Aegean Sea,Sardina pilchardus,SARDPIL_AL,1980,2014,None,42.582,18.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484324569,0.400516626,0.58566929,202.8868005,163.8945152,251.155774,24.56576555,23.46337037,25.71995531,0.318839822,0.150741227,0.372447629,1.157350618,0.242162284,0.200258313,0.292834645,0.242162284,0.200258313,0.292834645,24.56576555,23.46337037,25.71995531,101.4434003,81.94725762,125.577887,64.68839136,30.58340531,75.56470781,0.637679644,0.301482455,0.744895258,0.280266669,0.239926819,0.592805144,1.157350618,0.990768731,2.447966436,NA,NA,NA,NA,24.27,19.725,20.124,14.309,15.77,22.521,10.322,21.774,19.422,23.29,16.738,15.174,14.409,15.391,18.13,NA,1.721347098,1.496168777,1.567839989,1.179048263,1.300484664,1.806241072,0.822775913,1.665219275,1.457556095,1.688872626,1.256855964,1.147890359,1.060966215,1.058088971,1.157350618,NA,58.22303225,54.44147955,53.00368526,50.4176384,50.39725448,51.4879324,51.80548937,53.99583782,55.02526806,56.94637546,54.99352374,54.58749518,56.08229555,60.0673048,64.68839136,NA,1.47,1,1,0.9,0.9,0.9,0.9,1446
Plankton feeders,Mediterranean,Aegean Sea,Round sardinella in Aegean Sea,Sardinella aurita,SARIAUR_AL,1982,2014,None,4.165,2.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.831104284,0.560318448,1.232753148,12.95010198,8.279105874,20.25643153,2.690721308,2.424673015,2.985961864,0.337909112,0.186317906,0.454858059,1.323663137,0.415552142,0.280159224,0.616376574,0.415552142,0.280159224,0.616376574,2.690721308,2.424673015,2.985961864,6.475050989,4.139552937,10.12821576,4.375957455,2.412835882,5.890458255,0.675818223,0.372635812,0.909716119,0.550051052,0.408626952,0.997581318,1.323663137,0.983334966,2.400616475,NA,NA,NA,NA,1.389,2.388,3.14,2.075,3.104,2.184,3.125,4.165,3.796,3.681,2.772,2.828,1.989,2.032,2.407,NA,0.320176247,0.557979937,0.740970543,0.513271475,0.815791976,0.60539953,0.865806184,1.209485677,1.192849099,1.328131807,1.190907851,1.389152184,1.105396293,1.13871811,1.323663137,NA,10.43969019,10.29888512,10.19772227,9.728490227,9.156231359,8.681305299,8.68567976,8.286836127,7.657996648,6.66958965,5.60130914,4.898961809,4.330033477,4.294196866,4.375957455,NA,0.53,1,1,0.9,0.9,0.9,0.9,5865
Benthic fish & inv.,Mediterranean,Aegean Sea,Salema in Aegean Sea,Sarpa salpa,SARPSAL_AL,1982,2014,None,1.009,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.700297524,0.528612304,0.927743486,2.578380759,2.26690134,2.932658435,0.451408415,0.417883188,0.487623247,0.151963107,0.078204503,0.251955408,1.312002594,0.350148762,0.264306152,0.463871743,0.212838775,0.160659136,0.281965566,0.451408415,0.417883188,0.487623247,1.289190379,1.13345067,1.466329217,0.391818751,0.201640985,0.649636976,0.303926214,0.156409006,0.503910816,0.459396084,0.277077825,0.892675662,2.158422888,1.301820236,4.194140195,NA,NA,NA,NA,0.315,0.259,0.263,0.334,0.196,0.243,0.239,0.221,0.212,0.354,0.228,0.193,0.205,0.228,0.18,NA,1.599357008,1.363416678,1.431903276,1.910828577,1.193183038,1.509135586,1.593701275,1.428732847,1.356368935,2.187945736,1.466535026,1.353197324,1.717280193,2.216342115,2.158422888,NA,0.60214322,0.591361182,0.581484664,0.567256658,0.549910146,0.54444779,0.525427408,0.533627073,0.536409234,0.545758603,0.534981096,0.512407316,0.468784866,0.435177323,0.391818751,NA,22.82,1,1,0.9,0.9,0.9,0.9,164
