Group,Region,Subregion,Name,SciName,Stock,start.yr,end.yr,btype,MaxCatch,LastCatch,MSY_BSM,lcl,ucl,r_BSM,lcl,ucl,k_BSM,lcl,ucl,q_BSM,lcl,ucl,rel_B_BSM,lcl,ucl,rel_F_BSM,r_CMSY,lcl,ucl,k_CMSY,lcl,ucl,MSY_CMSY,lcl,ucl,rel_B_CMSY,2.5th,97.5th,rel_F_CMSY,F_msy,lcl,ucl,curF_msy,lcl,ucl,MSY,lcl,ucl,Bmsy,lcl,ucl,B,lcl,ucl,B_Bmsy,lcl,ucl,F,lcl,ucl,F_Fmsy,lcl,ucl,sel_B,sel_B_Bmsy,sel_F,sel_F_Fmsy,c00,c01,c02,c03,c04,c05,c06,c07,c08,c09,c10,c11,c12,c13,c14,c15,F.Fmsy00,F.Fmsy01,F.Fmsy02,F.Fmsy03,F.Fmsy04,F.Fmsy05,F.Fmsy06,F.Fmsy07,F.Fmsy08,F.Fmsy09,F.Fmsy10,F.Fmsy11,F.Fmsy12,F.Fmsy13,F.Fmsy14,F.Fmsy15,B00,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,Runtime,st.bio1.ext,st.bio2.ext,int.bio1.ext,int.bio2.ext,end.bio1.ext,end.bio2.ext,total.num.samples
Benthic fish & inv.,Mediterranean,Balearic,Greater forkbeard in Balearic,Phycis blennoides,PHYCBLE_BA,1974,2014,None,0.988,0.254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4747343,0.388679571,0.579841783,4.333146537,3.565910298,5.265460246,0.514273322,0.486214882,0.543950956,0.205592505,0.072038878,0.272316541,1.201164384,0.23736715,0.194339785,0.289920892,0.195203628,0.159819214,0.23842225,0.514273322,0.486214882,0.543950956,2.166573269,1.782955149,2.632730123,0.890862453,0.312155014,1.179987475,0.411185011,0.144077756,0.544633081,0.285116966,0.215256522,0.813698287,1.460613048,1.102728079,4.168458824,NA,NA,NA,NA,0.07,0.071,0.314,0.334,0.338,0.386,0.621,0.529,0.561,0.541,0.639,0.638,0.31,0.319,0.254,NA,0.506396725,0.435966775,1.396430037,1.172850016,1.0494835,1.108008154,1.671649529,1.410216518,1.550773491,1.572457283,1.932255476,2.123239478,1.201210707,1.546890507,1.460613048,NA,0.79426415,0.862112342,1.01301673,1.199729599,1.356814481,1.46765417,1.565041127,1.580335367,1.524031268,1.449431827,1.393207154,1.265904906,1.087231143,0.970123308,0.890862453,NA,14.93,1,1,0.9,0.9,0.9,0.9,1033
Plankton feeders,Mediterranean,Balearic,Sardine in Balearic,Sardina pilchardus,SARDPIL_BA,1990,2014,None,149.871,66.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.484324569,0.400516626,0.58566929,871.2611544,702.638596,1080.350558,105.4932958,100.429218,110.8127263,0.242510405,0.073918882,0.358695976,1.292253187,0.242162284,0.200258313,0.292834645,0.234907495,0.194258898,0.284061793,105.4932958,100.429218,110.8127263,435.6305772,351.319298,540.1752789,211.2898953,64.40265068,312.5178702,0.48502081,0.147837764,0.717391952,0.312934984,0.211571901,1.026665817,1.332162622,0.900660499,4.370511119,NA,NA,NA,NA,113.848,110.965,104.974,105.218,102.668,111.113,136.038,116.446,69.462,86.188,59.958,60.185,54.712,63.782,66.12,NA,1.380259643,1.369776833,1.334737271,1.393292827,1.398480856,1.539097649,1.959919003,1.813498959,1.215803623,1.684276758,1.347937663,1.407308493,1.305830488,1.413908071,1.332162622,NA,340.6105618,334.52586,324.7726533,311.8466882,303.1601208,298.1207422,286.6260176,265.1555728,235.9268372,214.5396665,200.0228414,196.128364,194.1282863,201.4324372,211.2898953,NA,0.78,1,1,0.9,0.9,0.9,0.9,1182
Plankton feeders,Mediterranean,Balearic,Round sardinella in Balearic,Sardinella aurita,SARIAUR_BA,1982,2014,None,48.142,16.151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.653769785,0.475565812,0.898750332,147.4796631,102.8215882,211.5338949,24.10443691,22.18028461,26.19551053,0.221922905,0.116484442,0.293111439,1.509629247,0.326884893,0.237782906,0.449375166,0.29017298,0.211077894,0.39890657,24.10443691,22.18028461,26.19551053,73.73983155,51.41079409,105.7669475,32.72911533,17.17908623,43.22797628,0.443845811,0.232968884,0.586222878,0.493474994,0.373623782,0.940154778,1.700623516,1.287589843,3.23998043,NA,NA,NA,NA,28.704,48.142,33.58,33.597,27.065,25.141,28.244,21.363,27.62,19.365,16.156,21.856,22.601,17.827,16.151,NA,0.846789553,1.454194158,1.127058822,1.308188406,1.256237343,1.301450798,1.592489442,1.306139222,1.803540659,1.386096806,1.232681776,1.737701624,1.83646268,1.537475158,1.700623516,NA,103.6984059,101.2760801,91.14634535,78.5661287,65.90850838,59.09625288,54.2568769,50.03546265,46.84927638,42.73946575,40.09479706,38.4769488,37.64876188,36.16377234,32.72911533,NA,0.5,1,1,0.9,0.9,0.9,0.9,1947
Plankton feeders,Mediterranean,Balearic,Atlantic chub mackerel in Balearic,Scomber colias,SCOMPNE_BA,1970,2014,None,10.304,2.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.486752256,0.411683677,0.575509237,19.08859928,15.94820709,22.84737214,2.32285469,2.15932787,2.498765467,0.182820281,0.088331649,0.285949765,2.805741352,0.243376128,0.205841838,0.287754619,0.177976368,0.15052825,0.21042952,2.32285469,2.15932787,2.498765467,9.544299638,7.974103545,11.42368607,3.489783075,1.68612746,5.458380469,0.365640561,0.176663299,0.571899529,0.682850466,0.436576383,1.413297664,3.836747958,2.453001978,7.940928787,NA,NA,NA,NA,1.239,0.213,0.722,5.86,10.304,4.534,2.324,0.641,0.701,1.586,0.668,0.875,1.281,2.073,2.383,NA,0.300238472,0.051701732,0.176986002,1.41689025,2.693471752,1.556176525,1.251311867,0.610350853,1.013536492,2.383852607,1.005774952,1.313563595,1.89363183,2.801290844,3.836747958,NA,16.95613977,16.92764469,16.76178634,16.99352313,15.71865737,11.97139274,7.631195559,4.537924678,3.682623839,3.61185193,3.608742295,3.614069674,3.642041067,3.809242282,3.489783075,NA,0.91,1,1,0.9,0.9,0.9,0.9,1745
Plankton feeders,Mediterranean,Balearic,Atlantic mackerel in Balearic,Scomber scombrus,SCOMSCO_BA,1970,2014,None,11.252,1.554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32061957,0.288120927,0.356783901,63.99231003,55.52393216,73.75226472,5.129296726,4.788532254,5.494310888,0.176920001,0.131305399,0.308498107,0.856221761,0.160309785,0.144060464,0.17839195,0.113448029,0.10194871,0.126244417,5.129296726,4.788532254,5.494310888,31.99615502,27.76196608,36.87613236,11.32151958,8.40253583,19.74150652,0.353840003,0.262610799,0.616996214,0.137260726,0.078717397,0.184944168,1.209899607,0.693863058,1.630210495,NA,NA,NA,NA,3.95,3.936,3.639,8.101,9.059,9.222,11.252,7.994,8.84,7.164,4.349,4.781,4.45,2.129,1.554,NA,0.672646065,0.64513677,0.575075461,1.253500648,1.428199574,1.5366999,2.057132334,1.676294935,2.159078339,2.077402089,1.487104683,1.857997914,2.182513127,1.294548839,1.209899607,NA,36.631142,38.05776353,39.4727322,40.31382798,39.56683659,37.43484365,34.11987738,29.74771965,25.54017292,21.51171235,18.24264619,16.05142118,14.26446396,12.81098414,11.32151958,NA,1.09,1,1,0.9,0.9,0.9,0.9,1311
Benthic fish & inv.,Mediterranean,Balearic,Common cuttlefish in Balearic,Sepia officinalis,SEPIOFF_BA,1989,2014,None,0.619,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.501576069,0.331376529,0.759192432,3.308910505,2.36763034,4.624408019,0.414917581,0.379904653,0.453157385,0.189308732,0.077220521,0.285332544,1.71870478,0.250788035,0.165688265,0.379596216,0.189905459,0.125464941,0.287443513,0.414917581,0.379904653,0.453157385,1.654455253,1.18381517,2.31220401,0.626405652,0.255515793,0.944139853,0.378617464,0.154441042,0.570665088,0.431030594,0.285974582,1.056686151,2.269711442,1.50587868,5.564274745,NA,NA,NA,NA,0.392,0.34,0.318,0.586,0.455,0.476,0.344,0.453,0.449,0.317,0.291,0.259,0.268,0.24,0.27,NA,1.278717987,1.127815485,1.038622358,1.867371214,1.473146821,1.606270363,1.279611878,1.776427645,1.887951257,1.437870232,1.513631088,1.598633548,1.812854861,1.797529043,2.269711442,NA,1.222375062,1.202081884,1.220850937,1.251296254,1.231568442,1.181629962,1.071947135,1.016819502,0.948306553,0.879088822,0.796334597,0.731028872,0.698304737,0.663631163,0.626405652,NA,1.17,1,1,0.9,0.9,0.9,0.9,1671
Benthic fish & inv.,Mediterranean,Balearic,Common sole in Balearic,Solea solea,SOLEVUL_BA,1970,2014,None,1.238,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377192354,0.296710014,0.479505459,9.649303272,7.786659376,11.95750952,0.909910853,0.867294002,0.954621799,0.147092376,0.045809729,0.255985151,1.150619457,0.188596177,0.148355007,0.239752729,0.110964239,0.087287562,0.141063194,0.909910853,0.867294002,0.954621799,4.824651636,3.893329688,5.978754762,1.419338942,0.442031968,2.470078356,0.294184751,0.091619458,0.511970302,0.21700243,0.124692401,0.696782184,1.955606896,1.123716993,6.279340008,NA,NA,NA,NA,1.019,0.572,0.727,0.808,0.58,0.553,0.554,0.499,0.604,0.565,0.425,0.441,0.326,0.309,0.308,NA,2.265834762,1.285082423,1.596931899,1.934266093,1.474753694,1.566350352,1.717694827,1.615000565,2.057753676,2.074560877,1.71364498,2.010377464,1.684704737,1.837791765,1.955606896,NA,2.39841601,2.386074848,2.413876964,2.311527748,2.242878721,2.125052439,2.03110988,1.987995851,1.937641004,1.866434151,1.781088825,1.675066416,1.57325254,1.466501898,1.419338942,NA,3.41,1,1,0.9,0.9,0.9,0.9,1368
Benthic fish & inv.,Mediterranean,Balearic,Pouting in Balearic,Trisopterus minutus,TRISLUS_BA,1996,2014,None,0.402,0.145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.713551975,0.533257957,0.954803232,1.316397714,1.011179073,1.713744864,0.234829547,0.207996716,0.265123975,0.287405854,0.126073582,0.390050669,1.074211151,0.356775987,0.266628979,0.477401616,0.356775987,0.266628979,0.477401616,0.234829547,0.207996716,0.265123975,0.658198857,0.505589536,0.856872432,0.378340409,0.165962975,0.513461809,0.574811708,0.252147163,0.780101338,0.383252744,0.282396855,0.873688847,1.074211151,0.791524275,2.448844311,NA,NA,NA,NA,0.274,0.187,0.058,0.142,0.159,0.155,0.146,0.125,0.105,0.113,0.14,0.107,0.16,0.292,0.145,NA,1.539366399,1.352632872,0.568870334,1.642237169,1.785567036,1.580282234,1.550144229,1.428405562,1.251386344,1.334667083,1.482496217,1.03970329,1.327057774,2.177650919,1.074211151,NA,0.498899356,0.387494955,0.306671283,0.28241775,0.286600034,0.300790611,0.294751572,0.284115545,0.278204852,0.279459259,0.295143333,0.308107972,0.337936059,0.375836515,0.378340409,NA,1.48,1,1,0.9,0.9,0.9,0.9,1101
Plankton feeders,Mediterranean,Cyprus,Bogue in Cypriot waters,Boops boops,BOOPBOO_CY,1990,2014,None,0.354,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.673680039,0.462087968,0.982161032,1.389228228,1.038634835,1.858165165,0.233973832,0.214708348,0.254967981,0.157660674,0.064896218,0.247783942,1.504535075,0.33684002,0.231043984,0.491080516,0.212425698,0.145706201,0.309696341,0.233973832,0.214708348,0.254967981,0.694614114,0.519317417,0.929082583,0.219026659,0.090155658,0.344228447,0.315321348,0.129792436,0.495567884,0.506787624,0.322460276,1.231203922,2.385717118,1.517990897,5.795927391,NA,NA,NA,NA,0.354,0.216,0.162,0.151,0.149,0.214,0.252,0.23,0.335,0.253,0.256,0.109,0.111,0.073,0.111,NA,1.846635258,1.238636069,1.033838052,1.039771808,0.990870736,1.307034513,1.431880079,1.282787756,1.942731804,1.618417311,1.883649305,1.117705508,1.558545283,1.405988068,2.385717118,NA,0.569112933,0.517709751,0.465199048,0.43113693,0.446421993,0.486074719,0.522480649,0.532291273,0.51192728,0.464094394,0.40347463,0.317098739,0.270985928,0.231374543,0.219026659,NA,1.78,1,1,0.9,0.9,0.9,0.9,1330
Benthic fish & inv.,Mediterranean,Cyprus,Common dentex in Cypriot waters,Dentex dentex,DENTDEN_CY,1972,2014,None,0.047,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.231656409,0.178619042,0.300442167,0.620247413,0.440269232,0.873799087,0.035921072,0.023702827,0.054437532,0.095076464,0.026638437,0.179520258,0.585608919,0.115828205,0.089309521,0.150221083,0.044050145,0.033964934,0.057129958,0.035921072,0.023702827,0.054437532,0.310123706,0.220134616,0.436899544,0.058970931,0.016522422,0.111346976,0.190152929,0.053276874,0.359040516,0.06783003,0.035923742,0.242095263,1.539836706,0.815519269,5.495901651,NA,NA,NA,NA,0.018,0.019,0.016,0.016,0.012,0.01,0.008,0.007,0.012,0.007,0.011,0.006,0.01,0.004,0.004,NA,2.011308117,2.326956796,2.19017975,2.486589093,2.093576969,1.934912374,1.728095002,1.600719352,2.823284063,1.748376048,2.976797272,1.794200078,3.294274622,1.475000243,1.539836706,NA,0.10945668,0.104550945,0.098892973,0.092811823,0.087597453,0.083179187,0.078723883,0.076513267,0.075432527,0.073211098,0.070334278,0.06690915,0.063747832,0.060253083,0.058970931,NA,16.35,1,1,0.9,0.9,0.9,0.9,1094
Benthic fish & inv.,Mediterranean,Cyprus,Red mullet in Cypriot waters,Mullus barbatus,MULLBAR_CY,1980,2014,None,0.177,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.427414932,0.345159034,0.529273483,1.076652419,0.829916277,1.39674382,0.11504433,0.105015176,0.126031288,0.116687748,0.037450256,0.246042744,1.191871688,0.213707466,0.172579517,0.264636741,0.099748172,0.080551661,0.123519462,0.11504433,0.105015176,0.126031288,0.538326209,0.414958138,0.69837191,0.125632147,0.040320909,0.264902516,0.233375497,0.074900512,0.492085488,0.254711878,0.120799155,0.793632911,2.553549331,1.211041289,7.956365456,NA,NA,NA,NA,0.103,0.091,0.084,0.084,0.053,0.05,0.041,0.052,0.034,0.026,0.03,0.023,0.022,0.027,0.032,NA,1.627699112,1.566086677,1.763548344,2.067429831,1.596494186,1.811910258,1.756366478,2.425452374,1.822540358,1.605858902,2.032741506,1.671215551,1.676078323,2.07842487,2.553549331,NA,0.296103406,0.271897931,0.244931068,0.226215402,0.204480633,0.186429475,0.171467682,0.164324838,0.153284697,0.142800885,0.136338172,0.131657499,0.128576649,0.127912396,0.125632147,NA,2.7,1,1,0.9,0.9,0.9,0.9,1094
Benthic fish & inv.,Mediterranean,Cyprus,Surmullet in Cypriot waters,Mullus surmuletus,MULLSUR_CY,1980,2014,None,0.24,0.035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.670320046,0.595264163,0.754839602,1.029339574,0.895576601,1.183081333,0.172496738,0.165717854,0.17955292,0.13194597,0.042267636,0.2777711,0.768884368,0.335160023,0.297632082,0.377419801,0.176892058,0.157085415,0.199196087,0.172496738,0.165717854,0.17955292,0.514669787,0.447788301,0.591540667,0.135817209,0.04350775,0.285920786,0.26389194,0.084535272,0.5555422,0.257699303,0.122411527,0.804454372,1.456816694,0.692012568,4.547713349,NA,NA,NA,NA,0.159,0.132,0.125,0.13,0.094,0.106,0.078,0.042,0.062,0.049,0.046,0.0295,0.0287,0.033,0.035,NA,1.555217274,1.407648627,1.477358883,1.739895925,1.474910983,1.906411018,1.738422319,1.175012531,2.079628103,1.845908817,1.82142084,1.304619132,1.32988877,1.509499975,1.456816694,NA,0.305037927,0.279786953,0.254879694,0.239515307,0.221209745,0.206617878,0.185606376,0.165663423,0.15129558,0.14276316,0.139250576,0.131762665,0.12872311,0.129557825,0.135817209,NA,13.18,1,1,0.9,0.9,0.9,0.9,1012
Benthic fish & inv.,Mediterranean,Cyprus,Axillary seabream in Cypriot waters,Pagellus acarne,PAGEACA_CY,1972,2014,None,0.05,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.496585304,0.403531794,0.611096741,0.21539739,0.167161395,0.277552335,0.026740795,0.024856805,0.028767579,0.322792973,0.174623562,0.430472731,1.506069359,0.248292652,0.201765897,0.305548371,0.248292652,0.201765897,0.305548371,0.026740795,0.024856805,0.028767579,0.107698695,0.083580698,0.138776167,0.069528764,0.037613459,0.092722703,0.645585947,0.349247124,0.860945461,0.373945955,0.280405977,0.691241921,1.506069359,1.129336591,2.783980582,NA,NA,NA,NA,0.025,0.02,0.019,0.025,0.014,0.004,0.005,0.01,0.024,0.015,0.016,0.011,0.033,0.047,0.026,NA,1.408355141,1.264836952,1.451938214,2.11296652,1.440699186,0.49758908,0.663944372,1.102119952,1.854694602,1.035256113,1.007202599,0.687113446,1.826378027,2.552860663,1.506069359,NA,0.071493072,0.063684183,0.053273474,0.050656127,0.045907712,0.041754459,0.040413591,0.044360237,0.052975822,0.058355204,0.06397927,0.064476339,0.072771177,0.07414927,0.069528764,NA,13.13,1,1,0.9,0.9,0.9,0.9,47
Benthic fish & inv.,Mediterranean,Cyprus,Common pandora in Cypriot waters,Pagellus erythrinus,PAGEERY_CY,1970,2014,None,0.071,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.304982769,0.274069104,0.339383345,0.807842267,0.682699606,0.955924279,0.061594493,0.054606678,0.069476513,0.107690017,0.035773973,0.325046287,0.9045528,0.152491384,0.137034552,0.169691672,0.065687199,0.059029013,0.073096396,0.061594493,0.054606678,0.069476513,0.403921134,0.341349803,0.47796214,0.086996547,0.028899727,0.26258613,0.215380033,0.071547946,0.650092574,0.137936509,0.045699291,0.415228831,2.099899387,0.695710762,6.321305185,NA,NA,NA,NA,0.042,0.034,0.031,0.021,0.017,0.019,0.019,0.023,0.013,0.01,0.011,0.011,0.012,0.014,0.012,NA,2.381479711,2.064307965,2.180437784,1.761838509,1.738746872,2.115119543,2.21193266,2.83415183,1.782725048,1.48476633,1.747002441,1.825002827,1.951647185,2.395452529,2.099899387,NA,0.152831135,0.147694,0.137220701,0.125642693,0.113793359,0.109073683,0.106659977,0.103672363,0.098274339,0.094445568,0.091318806,0.089346019,0.090240316,0.087979375,0.086996547,NA,14.28,1,1,0.9,0.9,0.9,0.9,285
Benthic fish & inv.,Mediterranean,Cyprus,Red porgy in Cypriot waters,Pagrus pagrus,PAGRPAG_CY,1972,2014,None,0.103,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.388679571,0.321181145,0.470363255,0.344890448,0.272008631,0.437300171,0.033512968,0.029742653,0.037761225,0.092957664,0.031674922,0.217518783,1.444489608,0.194339785,0.160590573,0.235181627,0.07226149,0.059712498,0.087447739,0.033512968,0.029742653,0.037761225,0.172445224,0.136004315,0.218650086,0.03206021,0.010924378,0.07502015,0.185915329,0.063349845,0.435037566,0.2807218,0.119967768,0.823845517,3.884805032,1.660189511,11.400893,NA,NA,NA,NA,0.023,0.021,0.015,0.016,0.011,0.018,0.021,0.021,0.018,0.0113,0.01,0.015,0.009,0.007,0.009,NA,1.672628898,1.671543651,1.385974797,1.599208262,1.171230088,1.843486294,2.18761713,2.292187441,2.148875508,1.811972302,1.823444626,3.215978109,2.309514326,2.257258462,3.884805032,NA,0.0781077,0.074658716,0.069294329,0.066624998,0.064551295,0.065818203,0.065260999,0.063755009,0.060962161,0.0526009,0.049326856,0.045490302,0.04158059,0.037092671,0.03206021,NA,13.81,1,1,0.9,0.9,0.9,0.9,31
Benthic fish & inv.,Mediterranean,Cyprus,Common cuttlefish in Cypriot waters,Sepia officinalis,SEPIOFF_CY,1970,2014,None,0.218,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398519041,0.296710014,0.535261429,0.990504563,0.76145609,1.288451563,0.098683732,0.090444415,0.107673636,0.119585274,0.033034712,0.247617761,0.932114824,0.199259521,0.148355007,0.267630714,0.095314018,0.070964297,0.12801877,0.098683732,0.090444415,0.107673636,0.495252281,0.380728045,0.644225781,0.11844976,0.032721033,0.245266522,0.239170549,0.066069424,0.495235522,0.185732753,0.089698341,0.672350413,1.948640475,0.941082357,7.054055933,NA,NA,NA,NA,0.122,0.106,0.105,0.085,0.073,0.042,0.066,0.056,0.046,0.034,0.035,0.026,0.024,0.021,0.022,NA,1.728986834,1.706013378,1.899650859,1.703292793,1.766358363,1.245418744,2.211279166,2.12874771,1.978446179,1.797043168,2.1826595,1.815317418,1.895238834,1.786743668,1.948640475,NA,0.354118865,0.311820276,0.277393595,0.250443945,0.226626517,0.204717821,0.192592285,0.18080924,0.169983004,0.153337687,0.141165877,0.133413289,0.125447598,0.120855724,0.11844976,NA,1.9,1,1,0.9,0.9,0.9,0.9,1631
Large predators,Mediterranean,Cyprus,Greater amberjack in Cypriot waters,Seriola dumerili,SERIDUM_CY,1970,2014,None,0.051,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.527292424,0.4527116,0.614159876,0.142911938,0.126201236,0.161835357,0.018839096,0.017526369,0.020250146,0.114006703,0.065355692,0.17558832,1.862385383,0.263646212,0.2263558,0.307079938,0.120229742,0.103224314,0.140036686,0.018839096,0.017526369,0.020250146,0.071455969,0.063100618,0.080917679,0.016292919,0.009340109,0.025093667,0.228013407,0.130711384,0.35117664,0.491010851,0.318805536,0.856521093,4.083938326,2.651636197,7.124036684,NA,NA,NA,NA,0.025,0.014,0.015,0.013,0.003,0.006,0.004,0.007,0.005,0.005,0.005,0.009,0.012,0.009,0.008,NA,2.326733563,1.42128382,1.767140396,2.093390983,0.668346578,1.695810788,1.251851892,2.015132792,1.445830952,1.411968957,1.434531305,2.357813275,3.086890673,2.937606089,4.083938326,NA,0.040754148,0.037361619,0.033915919,0.029009483,0.024663417,0.021896788,0.020808799,0.02169655,0.021648097,0.021906143,0.02173319,0.022743644,0.022952156,0.020375955,0.016292919,NA,11.9,1,1,0.9,0.9,0.9,0.9,25
Plankton feeders,Mediterranean,Cyprus,Picarel in Cypriot waters,Spicara smaris,SPICSMA_CY,1980,2014,None,1.03,0.109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.423162082,0.315057537,0.568360147,5.865786327,4.459019898,7.716370419,0.620544589,0.577466627,0.666836089,0.100395964,0.028305676,0.234866475,0.874796939,0.211581041,0.157528768,0.284180073,0.08496753,0.06326101,0.11412213,0.620544589,0.577466627,0.666836089,2.932893164,2.229509949,3.858185209,0.588901274,0.166035048,1.377676557,0.200791928,0.056611352,0.46973295,0.185090447,0.079118716,0.6564879,2.178366796,0.931164121,7.72633848,NA,NA,NA,NA,0.533,0.671,0.486,0.58,0.313,0.25,0.258,0.279,0.244,0.211,0.183,0.082,0.124,0.076,0.109,NA,1.526020505,2.028783275,1.592211617,2.196702655,1.531971059,1.501926948,1.905595349,2.249871194,2.190420959,2.221738606,2.336424659,1.287259972,2.210561012,1.524922549,2.178366796,NA,1.650783388,1.563184048,1.454495859,1.352767336,1.189985411,1.074089196,0.968699911,0.927081731,0.878670142,0.811314982,0.736791154,0.664459542,0.623525671,0.587729719,0.588901274,NA,2.45,1,1,0.9,0.9,0.9,0.9,1215
Benthic fish & inv.,Mediterranean,Ionian Sea,Giant red shrimp in Ionian Sea,Aristeomorpha foliacea,ARISFOL_IS,1995,2014,None,3.721,2.057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565525439,0.407485471,0.784859938,14.08991186,9.585785501,20.71041712,1.992050896,1.779987473,2.229379044,0.304097919,0.147820695,0.410813051,1.6978152,0.282762719,0.203742736,0.392429969,0.282762719,0.203742736,0.392429969,1.992050896,1.779987473,2.229379044,7.044955929,4.79289275,10.35520856,4.284712876,2.082780568,5.788319675,0.608195838,0.295641391,0.821626102,0.480078843,0.355370836,0.987622043,1.6978152,1.256781079,3.492759037,NA,NA,NA,NA,3.721,1.069,1.081,1.542,0.698,1.732,2.55,2.488,1.904,2.31,2.463,2.221,2.328,2.551,2.057,NA,2.601870365,0.753920718,0.816737824,1.205467354,0.489235059,1.059241638,1.400435626,1.298710064,1.04779911,1.309871435,1.486177796,1.394769322,1.571876495,1.884027808,1.6978152,NA,5.05768603,5.014525885,4.680808519,4.523835149,5.045633502,5.78270042,6.439540524,6.775104846,6.42638543,6.236790542,5.860996927,5.631499142,5.237721549,4.788516633,4.284712876,NA,0.49,1,1,0.9,0.9,0.9,0.9,1895
Plankton feeders,Mediterranean,Ionian Sea,Sand smelt in Ionian Sea,Atherina boyeri,ATHEBOY_IS,1970,2014,None,0.99,0.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528612304,0.452994634,0.616852712,2.894372012,2.410870256,3.474840392,0.382500165,0.3617866,0.404399654,0.143769728,0.031638217,0.283471724,0.772840463,0.264306152,0.226497317,0.308426356,0.151996895,0.130253831,0.177369494,0.382500165,0.3617866,0.404399654,1.447186006,1.205435128,1.737420196,0.416123078,0.091572771,0.820472624,0.287539456,0.063276435,0.566943448,0.204266489,0.103598825,0.92822352,1.343885935,0.681585144,6.10685845,NA,NA,NA,NA,0.15,0.4,0.266,0.09,0.063,0.033,0.026,0.161,0.138,0.206,0.134,0.14,0.04,0.009,0.085,NA,1.307310569,3.362313182,2.249466462,1.003449211,1.092387189,0.699626483,0.497682513,2.447056544,1.748607585,2.459393637,1.771867975,2.161175579,0.706961435,0.168873218,1.343885935,NA,0.560466665,0.570695512,0.568976855,0.495526746,0.397352106,0.359349788,0.378184763,0.424408896,0.464822249,0.478865039,0.455019766,0.421126466,0.393573344,0.381974532,0.416123078,NA,20.78,1,1,0.9,0.9,0.9,0.9,1012
Large predators,Mediterranean,Ionian Sea,Garfish in Ionian Sea,Belone belone,BELOBEL_IS,1970,2014,None,0.435,0.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.427414932,0.32914727,0.555020627,2.629485768,1.962555882,3.523056574,0.28097037,0.264256318,0.298741576,0.271380596,0.064230193,0.366718027,1.081968539,0.213707466,0.164573635,0.277510314,0.213707466,0.164573635,0.277510314,0.28097037,0.264256318,0.298741576,1.314742884,0.981277941,1.761528287,0.713591416,0.168892377,0.964279834,0.542761193,0.128460385,0.733436055,0.231224755,0.171112155,0.976953507,1.081968539,0.800684028,4.571452393,NA,NA,NA,NA,0.142,0.39,0.363,0.232,0.271,0.278,0.292,0.273,0.161,0.158,0.241,0.158,0.117,0.147,0.165,NA,0.642827121,1.857924075,1.83043143,1.218535511,1.534587001,1.664472803,1.805306204,1.78309284,1.149550893,1.260288367,1.918232714,1.200524173,0.866444014,1.061488832,1.081968539,NA,1.033652259,0.982238494,0.927968995,0.890902341,0.826338678,0.781534938,0.756854299,0.716422136,0.656363475,0.620996495,0.621660744,0.636265914,0.644493063,0.652674315,0.713591416,NA,0.88,1,1,0.9,0.9,0.9,0.9,1556
