"Group","Region","Subregion","Name","SciName","Stock","start.yr","end.yr","btype","MaxCatch","LastCatch","MSY_BSM","lcl","ucl","r_BSM","lcl","ucl","k_BSM","lcl","ucl","q_BSM","lcl","ucl","rel_B_BSM","lcl","ucl","rel_F_BSM","r_CMSY","lcl","ucl","k_CMSY","lcl","ucl","MSY_CMSY","lcl","ucl","rel_B_CMSY","2.5th","97.5th","rel_F_CMSY","F_msy","lcl","ucl","curF_msy","lcl","ucl","MSY","lcl","ucl","Bmsy","lcl","ucl","B","lcl","ucl","B_Bmsy","lcl","ucl","F","lcl","ucl","F_Fmsy","lcl","ucl","sel_B","sel_B_Bmsy","sel_F","sel_F_Fmsy","c00","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10","c11","c12","c13","c14","c15","F.Fmsy00","F.Fmsy01","F.Fmsy02","F.Fmsy03","F.Fmsy04","F.Fmsy05","F.Fmsy06","F.Fmsy07","F.Fmsy08","F.Fmsy09","F.Fmsy10","F.Fmsy11","F.Fmsy12","F.Fmsy13","F.Fmsy14","F.Fmsy15","B00","B01","B02","B03","B04","B05","B06","B07","B08","B09","B10","B11","B12","B13","B14","B15","Runtime","st.bio1.ext","st.bio2.ext","int.bio1.ext","int.bio2.ext","end.bio1.ext","end.bio2.ext","total.num.samples"
"Group","Region","Subregion","Name","SciName","Stock","start.yr","end.yr","btype","MaxCatch","LastCatch","MSY_BSM","lcl","ucl","r_BSM","lcl","ucl","k_BSM","lcl","ucl","q_BSM","lcl","ucl","rel_B_BSM","lcl","ucl","rel_F_BSM","r_CMSY","lcl","ucl","k_CMSY","lcl","ucl","MSY_CMSY","lcl","ucl","rel_B_CMSY","2.5th","97.5th","rel_F_CMSY","F_msy","lcl","ucl","curF_msy","lcl","ucl","MSY","lcl","ucl","Bmsy","lcl","ucl","B","lcl","ucl","B_Bmsy","lcl","ucl","F","lcl","ucl","F_Fmsy","lcl","ucl","sel_B","sel_B_Bmsy","sel_F","sel_F_Fmsy","c00","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10","c11","c12","c13","c14","c15","F.Fmsy00","F.Fmsy01","F.Fmsy02","F.Fmsy03","F.Fmsy04","F.Fmsy05","F.Fmsy06","F.Fmsy07","F.Fmsy08","F.Fmsy09","F.Fmsy10","F.Fmsy11","F.Fmsy12","F.Fmsy13","F.Fmsy14","F.Fmsy15","B00","B01","B02","B03","B04","B05","B06","B07","B08","B09","B10","B11","B12","B13","B14","B15","Runtime","st.bio1.ext","st.bio2.ext","int.bio1.ext","int.bio2.ext","end.bio1.ext","end.bio2.ext","total.num.samples"
"Plankton feeders","Mediterranean","Adriatic Sea","Sand smelt in Adriatic Sea","Atherina boyeri","Athe_boy_AD",1970,2014,"None",3.835,0.348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.318223917790419,0.26151856597632,0.387224752001176,32.2687060517522,26.5288113735999,39.2505105332616,2.567168515454,2.33384032985095,2.82382393621555,0.140969761368598,0.0229787373653246,0.337247613323363,0.480804923126443,0.15911195889521,0.13075928298816,0.193612376000588,0.0897198995053916,0.0737324196782796,0.109173961771241,2.567168515454,2.33384032985095,2.82382393621555,16.1343530258761,13.2644056867999,19.6252552666308,4.54891179178896,0.741494121482075,10.8825441009866,0.281939522737197,0.0459574747306492,0.674495226646726,0.076501813165109,0.0319778166548804,0.469322668808794,0.852673861505069,0.356418328945617,5.23097630955985,NA,NA,NA,NA,0.647,0.497,0.507,0.705,0.668,1.048,1.239,0.9,0.93,1.183,0.687,0.692,0.553,0.375,0.348,NA,1.4868070532534,1.1881224275519,1.17354293852555,1.50856021354954,1.33241403746627,1.94057766452796,2.18074816939437,1.64764629806134,1.78776851831006,2.5246489689327,1.51402309567421,1.6328907278622,1.47011491597818,1.00019102020156,0.852673861505069,NA,4.69714754735683,4.60528981492743,4.68019400432776,4.86768652482804,5.04171160939511,5.23268384290663,5.36713183796443,5.26257901696841,5.13564741849317,4.8741763710077,4.79646728844059,4.63536411430643,4.36713172992973,4.3599702593365,4.54891179178896,NA,16.0899999999674,1,1,0.9,0.9,0.9,0.9,1098
"Large predators","Mediterranean","Adriatic Sea","Garfish in Adriatic Sea","Belone belone","Belo_bel_AD",1970,2014,"None",0.376,0.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.394553710371601,0.271987274148336,0.572352625156633,1.82485680367958,1.40315571880991,2.37329493034465,0.18000100569716,0.168140186811336,0.192698501568481,0.0730004025541942,0.0190149172731389,0.226849307571268,0.152205311787667,0.197276855185801,0.135993637074168,0.286176312578317,0.0576051593727557,0.0397103610048931,0.0835639440787681,0.18000100569716,0.168140186811336,0.192698501568481,0.912428401839791,0.701577859404955,1.18664746517233,0.13321528127237,0.0346995011572919,0.413967502331431,0.146000805108388,0.0380298345462778,0.453698615142536,0.0300265852520453,0.00966259423136437,0.115275432400832,0.521248193373567,0.167738347338629,2.00113034415719,NA,NA,NA,NA,0.05,0.038,0.021,0.025,0.022,0.082,0.058,0.065,0.016,0.028,0.012,0.006,0.004,0.005,0.004,NA,1.87222545228996,1.71997403659298,1.07633477453854,1.31521050382306,1.10756920893347,3.72385899262115,2.72368446703698,3.56851321236865,1.27397240410513,2.97193838515289,1.60945892511762,0.875043926446929,0.611325196425768,0.723186367011494,0.521248193373567,NA,0.248514802129173,0.226035776836566,0.212413587187478,0.209661506379908,0.214324705383559,0.225661070565348,0.221912584544764,0.205238747472097,0.170422257056896,0.147606487872676,0.131309759540814,0.125923570560186,0.123009932284338,0.126446327050671,0.13321528127237,NA,4.0899999999674,1,1,0.9,0.9,0.9,0.9,1180
"Plankton feeders","Mediterranean","Adriatic Sea","Purple dye murex in Adriatic","Bolinus brandaris","Boli_bra_AD",1972,2015,"None",1.46093387,0.90030606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19124621661236,0.957432554090967,1.48215928373209,4.43371368687265,3.10654929399034,6.32786258862532,1.32041116375736,1.00902267910416,1.72789539569417,0.628770554694232,0.491593753394779,0.77434823383439,0.542199102933993,0.595623108306179,0.478716277045483,0.741079641866047,0.595623108306179,0.478716277045483,0.741079641866047,1.32041116375736,1.00902267910416,1.72789539569417,2.21685684343633,1.55327464699517,3.16393129431266,2.78778861425033,2.17958595280753,3.4332383627572,1.25754110938846,0.983187506789559,1.54869646766878,0.322946315010367,0.262232319714898,0.413062884186931,0.542199102933993,0.440265523714534,0.693497076299795,NA,NA,NA,NA,0.6807750968,0.8811650963,0.4861744623,0.9899414017,1.230963691,0.9591,0.48267349,0.58317095,0.54651529,0.54662236,0.97178212,1.46093387,1.1061448,1.31915462,1.19881072,0.90030606,0.304957505069629,0.39173200795643,0.220162243098194,0.440420779985658,0.563771369431354,0.464306130068388,0.244080601118061,0.292144864064488,0.252191876452746,0.237291387032532,0.422187857353783,0.655308952853641,0.551582209472705,0.721316480473989,0.725118677933555,0.542199102933993,3.74794143494264,3.77656260668943,3.70747099914315,3.77372411825907,3.66581621115029,3.4680706390896,3.32008072795338,3.351398627895,3.63830987422135,3.86753167529442,3.86448501103333,3.74294045186023,3.36689981076447,3.07042369671482,2.77568377729639,2.78778861425033,1.09999999997672,1,1,0.9,0.9,0.9,0.9,10397
"Plankton feeders","Mediterranean","Adriatic Sea","Bogue in Adriatic Sea","Boops boops","Boop_Boo_AD",1970,2014,"None",2.425,0.103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416862019678508,0.36240242983249,0.479505458974894,13.8605819624044,12.3178160690186,15.5965742027706,1.44448754769185,1.38080974683409,1.51110193147232,0.128956640260238,0.0327095091637797,0.323818204773466,0.276471084990825,0.208431009839254,0.181201214916245,0.239752729487447,0.107514251019676,0.0934683995466895,0.123670825951692,1.44448754769185,1.38080974683409,1.51110193147232,6.93029098120218,6.15890803450932,7.7982871013853,1.78741408192333,0.453372832714585,4.48830876818126,0.257913280520477,0.0654190183275594,0.647636409546931,0.0576251474359919,0.0229485103008493,0.227186087404673,0.535976829950164,0.213446218368295,2.11307882676034,NA,NA,NA,NA,0.411,0.357,0.236,0.181,0.228,0.312,0.257,0.239,0.183,0.189,0.21,0.156,0.177,0.123,0.103,NA,2.09355748258169,2.10027052760095,1.58649585981854,1.34075888622706,1.66164532289548,2.21451663738408,1.82678000264004,1.74623183993791,1.41226543122614,1.47503980568136,1.53520685980145,1.04979113595032,1.17376236117302,0.731661080656629,0.535976829950164,NA,1.80658348888117,1.68103230559591,1.57259213972229,1.49810935528094,1.51035079819058,1.53044382685008,1.52933633851975,1.50843836590503,1.46773263590499,1.4595151336872,1.50801536619744,1.57177515324271,1.5833470394772,1.6717723934453,1.78741408192333,NA,22.070000000007,1,1,0.9,0.9,0.9,0.9,224
"Plankton feeders","Mediterranean","Adriatic Sea","Striped venus in Adriatic Sea","Chamelea gallina","Cham_gal_AD",1970,2014,"None",48.973,13.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451581234922592,0.310988296295928,0.655734039393442,223.591559248894,169.592099216242,294.784872634937,25.2424381109708,24.2756530680612,26.2477256533423,0.189637803970319,0.0744306382598487,0.283443457052999,1.46064676776176,0.225790617461296,0.155494148147964,0.327867019696721,0.17127374740985,0.117950275140061,0.248703926438318,25.2424381109708,24.2756530680612,26.2477256533423,111.795779624447,84.7960496081208,147.392436317469,42.4014122822597,16.6420624644099,63.3755645213767,0.379275607940638,0.148861276519697,0.566886914105997,0.329800335585774,0.220652866851911,0.840280465832024,1.92557435434969,1.28830524344106,4.90606691649755,NA,NA,NA,NA,31.583,32.315,23.652,38.919,34.849,14.265,17.4013,26.7281,23.2779,14.9565,17.8315,18.154,19.0196,14.493,13.984,NA,1.40643958579739,1.50684223664443,1.1888790429056,2.06283789730577,2.02349269388239,0.934747424006404,1.2783254558173,2.03714047422952,1.77936986946644,1.22055712831313,1.6296614064922,1.78595225935253,1.96077278631785,1.67543271898779,1.92557435434969,NA,99.4549509389852,94.9796323350735,88.1098186883738,83.5585086614714,76.2751005041291,67.5883131809384,60.2884843485335,58.1087079221327,57.9390906455694,55.0783210178188,52.0463178426167,50.1644440848921,49.0040320472499,46.2764899954228,42.4014122822597,NA,2.05999999999767,1,1,0.9,0.9,0.9,0.9,1542
"Benthic fish & inv.","Mediterranean","Adriatic Sea","Conger eel in Adriatic Sea","Conger conger","Cong_con_AD",1970,2014,"None",0.203,0.093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.313486180882605,0.234570288093798,0.418951549247639,1.56663580041021,1.2241199899257,2.00498950374621,0.12277966847614,0.115099060442078,0.130972806669409,0.214607203265307,0.068582936779047,0.29671619487136,1.76474598129917,0.156743090441303,0.117285144046899,0.209475774623819,0.134552785083076,0.100680946993895,0.179820040575407,0.12277966847614,0.115099060442078,0.130972806669409,0.783317900205104,0.612059994962848,1.00249475187311,0.336211327661341,0.107444484055325,0.464846213446964,0.429214406530615,0.137165873558094,0.593432389742719,0.276611738952701,0.200066166636874,0.865563279657173,2.05578605290046,1.48689725384241,6.43289010422751,NA,NA,NA,NA,0.054,0.04,0.021,0.025,0.019,0.126,0.13,0.117,0.095,0.081,0.103,0.047,0.103,0.087,0.093,NA,1.33317068216264,1.14814138343475,0.594777856539058,0.638540388020345,0.402161274270695,2.09149192067648,1.98997927800669,1.77766075478066,1.52871903696018,1.45513004941449,1.97346512631291,0.959645291321806,2.13984089818136,1.87014807567925,2.05578605290046,NA,0.318136740895324,0.295047633251381,0.297024365399122,0.312777600398214,0.343586824290905,0.387986846083057,0.416779541855822,0.419902607740974,0.396467439606995,0.372950702752246,0.36113011755425,0.349827048273523,0.346806872812017,0.340942745435937,0.336211327661341,NA,3.43000000005122,1,1,0.9,0.9,0.9,0.9,1136
"Benthic fish & inv.","Mediterranean","Adriatic Sea","Common dentex in Adriatic Sea","Dentex dentex","Dent_den_AD",1970,2014,"None",0.178,0.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.337058086493654,0.2626652161708,0.432520740001177,1.1649401387907,0.867312397582228,1.56470209667103,0.0981631235151112,0.0897614100969615,0.107351241561759,0.160826767767819,0.0352859011738336,0.341164557312459,1.04514667062443,0.168529043246827,0.1313326080854,0.216260370000589,0.108415925201561,0.0844871954435704,0.139121825213869,0.0981631235151112,0.0897614100969615,0.107351241561759,0.582470069395349,0.433656198791114,0.782351048335516,0.187353557164702,0.0411059626108006,0.397436286746043,0.321653535535638,0.0705718023476673,0.682329114624918,0.176137568452942,0.0830321767299688,0.802803240796245,1.62464663863245,0.765866975498297,7.40484609898149,NA,NA,NA,NA,0.073,0.022,0.021,0.031,0.017,0.015,0.021,0.023,0.011,0.021,0.025,0.028,0.026,0.028,0.033,NA,2.85735265524741,1.16873820088242,1.39034147151936,2.45313808551576,1.35642549255692,1.25600259292274,1.7130709637306,1.7899191979414,0.807332673670034,1.45196119473307,1.59192639806846,1.6561530129893,1.44901021068276,1.47345853761248,1.62464663863245,NA,0.210118329441784,0.180358723172219,0.161559812388919,0.147776127230101,0.14716716387321,0.143659646341373,0.145548053528051,0.149015565883961,0.153445624619846,0.158094431795897,0.164737679238717,0.170928002566733,0.17609027938108,0.18121514351441,0.187353557164702,NA,2.3300000000163,1,1,0.9,0.9,0.9,0.9,1213
"Plankton feeders","Mediterranean","Adriatic Sea","Anchovy in Adriatic Sea","Engraulis encrasicolus","Engr_enc_AD",1975,2013,"None",64.087,32.761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432791149957987,0.370880637480496,0.505036285405455,313.984795083687,262.67088605128,375.323101184873,33.9724601333981,32.4070993562419,35.613432563906,0.163742415663304,0.107387596053404,0.292793576841804,2.94468580784899,0.216395574978994,0.185440318740248,0.252518142702727,0.14173253674364,0.121457783007605,0.165391722739822,33.9724601333981,32.4070993562419,35.613432563906,156.992397541843,131.33544302564,187.661550592436,51.4126288285502,33.7180723413579,91.9327312264936,0.327484831326607,0.214775192106809,0.585587153683609,0.637216978521964,0.356358389040864,0.971615449078211,4.49591175860019,2.51430191844679,6.85527452906336,NA,NA,NA,NA,34.648,34.098,29.437,28.97,41.274,49.811,64.087,63.133,55.882,48.728,51.844,42.659,37.347,32.761,NA,NA,0.733882432553256,0.73484804234386,0.64300744251337,0.640620622802423,0.913212671067177,1.11409912450729,1.49620294775333,1.62059320772261,1.65100690298933,1.71269662990395,2.1695738034445,2.17259603307718,2.61182630835404,4.49591175860019,NA,NA,218.174155283201,214.428737777872,211.557863465752,208.977343486656,208.860472075598,206.610815544075,197.938858032638,180.025504581927,156.413659188685,131.476994448012,110.427107847691,90.7367694232676,72.0204515619918,51.4126288285502,NA,NA,3.30999999999767,0.76,0.76,0.9,0.9,0.9,0.9,7813
"Benthic fish & inv.","Mediterranean","Adriatic Sea","Lobster in Adriatic Sea","Homarus gammarus","Hom_gam_AD",1970,2013,"None",0.048,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.275959820985973,0.247987980429934,0.307086749392383,0.446336671998467,0.359646143403342,0.553923428416264,0.030792747026043,0.0248656279138843,0.0381326895380926,0.091912273492203,0.0347216675338501,0.221606772014597,1.05998400505056,0.137979910492987,0.123993990214967,0.153543374696191,0.0507281890786443,0.0455862781601103,0.0564500825919686,0.030792747026043,0.0248656279138843,0.0381326895380926,0.223168335999233,0.179823071701671,0.276961714208132,0.0410238182663228,0.0154975535332959,0.0989112291133183,0.183824546984406,0.0694433350677002,0.443213544029195,0.146256498140874,0.0606604533558678,0.387157881862401,2.88314053383873,1.1957937875887,7.63200675786372,NA,NA,NA,NA,0.024,0.02,0.008,0.008,0.008,0.011,0.009,0.012,0.016,0.005,0.005,0.003,0.006,0.006,NA,NA,2.16521116121404,2.49076784642002,1.27178144954801,1.48054443235657,1.56832557495166,2.16508255965538,1.84966435913083,2.54153477874866,3.8193106393794,1.50450694118806,1.84543132074474,1.34133787037487,2.75859392451919,2.88314053383873,NA,NA,0.0946779514760135,0.0805826847959685,0.0713234119793492,0.0661039834637649,0.0642273851959762,0.0640991797517951,0.0627289691860237,0.0617925268342258,0.058205075958802,0.0518419423332276,0.0468090060025185,0.0425289729164746,0.0419396785865507,0.0410238182663228,NA,NA,13.2399999999907,1,1,0.9,0.9,0.9,0.9,83
