"Group","Region","Subregion","Name","SciName","Stock","start.yr","end.yr","btype","MaxCatch","LastCatch","MSY_BSM","lcl","ucl","r_BSM","lcl","ucl","k_BSM","lcl","ucl","q_BSM","lcl","ucl","rel_B_BSM","lcl","ucl","rel_F_BSM","r_CMSY","lcl","ucl","k_CMSY","lcl","ucl","MSY_CMSY","lcl","ucl","rel_B_CMSY","2.5th","97.5th","rel_F_CMSY","F_msy","lcl","ucl","curF_msy","lcl","ucl","MSY","lcl","ucl","Bmsy","lcl","ucl","B","lcl","ucl","B_Bmsy","lcl","ucl","F","lcl","ucl","F_Fmsy","lcl","ucl","sel_B","sel_B_Bmsy","sel_F","sel_F_Fmsy","c00","c01","c02","c03","c04","c05","c06","c07","c08","c09","c10","c11","c12","c13","c14","c15","F.Fmsy00","F.Fmsy01","F.Fmsy02","F.Fmsy03","F.Fmsy04","F.Fmsy05","F.Fmsy06","F.Fmsy07","F.Fmsy08","F.Fmsy09","F.Fmsy10","F.Fmsy11","F.Fmsy12","F.Fmsy13","F.Fmsy14","F.Fmsy15","B00","B01","B02","B03","B04","B05","B06","B07","B08","B09","B10","B11","B12","B13","B14","B15","Runtime"
"Benthic fish & inv.","Mediterranean","Aegean Sea","Shortfin squid in Aegean Sea","Illex coindetii","ILLECOI_AL",1990,2014,"None",1.515,1.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.544710945634513,0.389311688661049,0.762140010012321,7.28791465283562,4.81785214938934,11.024352416823,0.992451720562429,0.818988851229709,1.20265424391115,0.455982413681928,0.274223854847045,0.608607859032425,1.12144651192486,0.272355472817256,0.194655844330524,0.38107000500616,0.272355472817256,0.194655844330524,0.38107000500616,0.992451720562429,0.818988851229709,1.20265424391115,3.64395732641781,2.40892607469467,5.51217620841149,3.32316091410788,1.99852004989684,4.43548213367333,0.911964827363857,0.548447709694089,1.21721571806485,0.305432094994558,0.228836453267237,0.50787581543272,1.12144651192486,0.840212428632856,1.86475347889738,NA,NA,NA,NA,0.72,0.599,0.799,1.01,1.069,0.847,1.041,1.176,1.184,1.236,0.902,1.014,1.515,1.108,1.015,NA,0.685360983254409,0.518480574963242,0.648948732131184,0.789659349901642,0.824597547319898,0.663578953431694,0.835447622102866,0.959123243866268,0.995060014870852,1.08182190311713,0.842962789620114,0.982976187069427,1.47998125837327,1.13283274740357,1.12144651192486,NA,3.85724311836499,4.2418785086285,4.52064375745185,4.69618811641347,4.75991897340396,4.68656560180096,4.57504526920124,4.50190990243252,4.36884181990618,4.1949481186873,3.92881904796449,3.78755415699064,3.758549813427,3.59118566571136,3.32316091410788,NA,1.25
"Benthic fish & inv.","Mediterranean","Aegean Sea","European squid in Aegean Sea","Loligo vulgaris","LOLIVUL_AL",1980,2014,"None",1.258,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47592262047151,0.33100394011673,0.684288956187626,5.11976914688402,3.68272830433182,7.11755903539057,0.609153487148558,0.545478023079737,0.680261999943132,0.318063637306851,0.118561398800434,0.409138577528917,1.27484151399567,0.237961310235755,0.165501970058365,0.342144478093813,0.237961310235755,0.165501970058365,0.342144478093813,0.609153487148558,0.545478023079737,0.680261999943132,2.55988457344201,1.84136415216591,3.55877951769528,1.62841239702932,0.607006991589873,2.09469506603256,0.636127274613701,0.237122797600868,0.818277155057834,0.303362957013342,0.235833849045941,0.813829176342953,1.27484151399567,0.991059634073679,3.42000628394872,NA,NA,NA,NA,0.437,0.284,0.257,0.39,0.418,0.47,0.614,0.602,0.48,0.558,0.512,0.481,0.667,0.616,0.494,NA,1.60179088603501,0.962635378088965,0.804383802752208,1.13355006568201,1.11800981191176,1.17229232380448,1.46773980740961,1.42575678701345,1.15450158539957,1.37019659768319,1.26726125412062,1.18440580183501,1.64668438263023,1.54084210399244,1.27484151399567,NA,1.21137840510713,1.25970913509626,1.34265197446125,1.44583105614805,1.57117411388035,1.68482805348271,1.75797601908868,1.77437206747036,1.74719087241523,1.71137412973899,1.69784270398031,1.70662537525943,1.70219423683128,1.68002685324777,1.62841239702932,NA,14.429999999993
"Benthic fish & inv.","Mediterranean","Aegean Sea","Blackbellied angler in Aegean Sea","Lophius budegassa","LOPHBUD_AL",1982,2014,"None",1.321,0.557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.406569659740599,0.315609370306389,0.523745185578985,8.17706792321799,6.05929966815929,11.0350112195776,0.831136930804626,0.715423952025621,0.965565376713295,0.258539693022393,0.0908185017986452,0.378511365346804,1.29606084511469,0.2032848298703,0.157804685153195,0.261872592789492,0.2032848298703,0.157804685153195,0.261872592789492,0.831136930804626,0.715423952025621,0.965565376713295,4.088533961609,3.02964983407964,5.5175056097888,2.11409663069204,0.742629057892417,3.0951131441508,0.517079386044787,0.18163700359729,0.757022730693609,0.263469508400696,0.17996111097025,0.750037982058994,1.29606084511469,0.885265816859374,3.68959150831636,NA,NA,NA,NA,0.792,0.606,0.607,0.733,0.959,1.174,1.275,1.252,0.891,1.048,0.964,1.097,0.927,0.53,0.557,NA,0.979998076000317,0.728903382540902,0.709571028000061,0.832625306832274,1.05891810594477,1.28979637046352,1.4424944626988,1.50797455073054,1.2055061165928,1.54426011730659,1.54576541514164,1.88524059884071,1.75831942909817,1.13505619358924,1.29606084511469,NA,3.97552956835739,4.08975872814658,4.20811738235778,4.3306132198579,4.45503645722446,4.47756579042092,4.34801525803837,4.08418443623821,3.6358278765683,3.33838066735583,3.06781012944067,2.86242998861616,2.59344467940267,2.29696054922357,2.11409663069204,NA,1.97999999999593
"Large predators","Mediterranean","Aegean Sea","Hake in Aegean Sea","Merluccius merluccius","MERLMER_AL",1980,2014,"None",4.867,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.660340280704983,0.466848726459308,0.934026937652026,19.423133434803,13.1322008703927,28.7277141241963,3.20646934612704,2.9378009634537,3.49970804542367,0.289767810277523,0.144102303508318,0.410321859715873,1.40453731030767,0.330170140352491,0.233424363229654,0.467013468826013,0.330170140352491,0.233424363229654,0.467013468826013,3.20646934612704,2.9378009634537,3.49970804542367,9.7115667174015,6.56610043519633,14.3638570620982,5.628198844131,2.79891826930454,7.96973623247792,0.579535620555045,0.288204607016635,0.820643719431746,0.463736280874594,0.327488880919778,0.932503113300455,1.40453731030767,0.991879158333787,2.8243108607729,NA,NA,NA,NA,2.473,2.243,2.339,2.565,3.065,3.073,3.67,4.091,4.178,4.057,3.567,3.237,3.445,3.786,2.61,NA,1.06222646424618,0.901213704268777,0.86841134897813,0.876773969840482,0.96702710607276,0.916608136651655,1.06672480387834,1.19937735838871,1.27244883447485,1.33529891565782,1.30471847609495,1.31599822119431,1.52239005154751,1.82217880555321,1.40453731030767,NA,7.05130020346302,7.53813120080834,8.15768510314092,8.86057543560928,9.59961988877671,10.1540911542557,10.4201957208331,10.3308448451856,9.9446685527793,9.20213747340756,8.28034634447139,7.44988558293251,6.85370637620893,6.29291440201935,5.628198844131,NA,4.24000000000524
"Large predators","Mediterranean","Aegean Sea","Blue whiting in Aegean Sea","Micromesistius poutassou","MICMPOU_AL",1985,2014,"None",1.965,0.524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.427414931948727,0.27417189919037,0.666310167424887,12.2782948882717,8.30597834799434,18.1503633945498,1.31198164352927,0.953455959038465,1.80532285381449,0.165653352281366,0.061939175430221,0.283795008549308,1.20551690151127,0.213707465974363,0.137085949595185,0.333155083712443,0.141605432584837,0.0908349884044673,0.220753025786182,1.31198164352927,0.953455959038465,1.80532285381449,6.13914744413587,4.15298917399717,9.07518169727492,2.03394070854138,0.76050746106865,3.484518802788,0.331306704562733,0.123878350860442,0.567590017098616,0.257627962211239,0.150379443950982,0.689013621593779,1.81933671264266,1.06196097992842,4.86572872958799,NA,NA,NA,NA,0.318,0.22,0.458,1.106,1.053,1.089,1.269,1.003,0.872,0.624,0.568,0.463,0.523,1.14,0.524,NA,0.851466248277306,0.525960143386003,0.893162979991288,1.72887914795511,1.51629392802566,1.54871393846887,1.86490818284793,1.59636183134311,1.63212387987273,1.43869058369833,1.50498329177405,1.35613795582018,1.56095447182742,3.36162551859446,1.81933671264266,NA,2.31610918086629,2.45111738144033,2.71391704575115,3.03126867904804,3.24956539038041,3.29031121688794,3.18408368025932,3.00409723541694,2.77019837214056,2.49596091932583,2.32829237260699,2.2144595242256,2.19373878263039,2.20702344436164,2.03394070854138,NA,22.8800000000047
"Benthic fish & inv.","Mediterranean","Aegean Sea","Red mullet in Aegean Sea","Mullus barbatus","MULLBAR_AL",1985,2014,"None",4.788,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416862019678508,0.336637027102482,0.516205673945496,31.7687415356698,21.3203876450303,47.3374572528209,3.31079543980096,2.30355395459062,4.75845873823035,0.19185410457011,0.0722876718517709,0.283779806115454,1.51135953288529,0.208431009839254,0.168318513551241,0.258102836972748,0.159953379029416,0.129170390799781,0.198072354697647,3.31079543980096,2.30355395459062,4.75845873823035,15.8843707678349,10.6601938225151,23.6687286264104,6.0949634606452,2.29648836327422,9.01532731352434,0.383708209140221,0.144575343703542,0.567559612230908,0.315014193669465,0.212970636919606,0.836059102543222,1.96941255996557,1.33145444136219,5.22689240837775,NA,NA,NA,NA,2.282,2.081,1.85,1.537,1.903,2.298,2.692,2.363,2.145,2.391,2.485,2.035,1.948,2.062,1.92,NA,1.44703170525142,1.37444717360755,1.3000708711687,1.05554673976059,1.27804477252561,1.42560734500518,1.58095550151896,1.3849546404754,1.29062609144839,1.53743609175593,1.7113410872162,1.50810133156298,1.63463386156207,1.88436776045216,1.96941255996557,NA,7.75189069387769,7.5955785173046,7.36361703888167,7.44881251086529,7.53243172147329,7.83725348622602,8.16945484569921,8.18588877062205,7.97378503294453,7.69803879983997,7.43847232460454,7.17060482061505,6.7386527048824,6.45729074743507,6.0949634606452,NA,15.0299999999988
"Benthic fish & inv.","Mediterranean","Aegean Sea","Surmulet in Aegean Sea","Mullus surmuletus","MULLSUR_AL",1985,2014,"None",3.566,1.474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.722527353642072,0.590668696487424,0.883821641244078,11.7258775300874,9.17325998650852,14.9888048581234,2.11806681523626,1.82044897300892,2.46434099517225,0.245991441323563,0.113820611943791,0.317945104969683,1.41451590388875,0.361263676821036,0.295334348243712,0.441910820622039,0.355471090236226,0.290598887987304,0.434825118805176,2.11806681523626,1.82044897300892,2.46434099517225,5.86293876504368,4.58662999325426,7.49440242906168,2.88446551440977,1.33464655605249,3.72818536216527,0.491982882647127,0.227641223887582,0.635890209939367,0.51101321636068,0.3953666078298,1.10441224556086,1.43756617738193,1.1122328051124,3.10689751120669,NA,NA,NA,NA,1.787,1.713,1.163,1.266,1.302,1.426,1.808,1.838,1.649,1.821,1.678,1.475,1.606,1.447,1.474,NA,1.70579507844788,1.50502825527624,1.07086922036262,1.13752313123953,1.14436089787626,1.19067312094068,1.43870568003188,1.43455322380536,1.22802357697477,1.41900962932525,1.37477175276534,1.24559844891967,1.45982239742329,1.34577459681757,1.43756617738193,NA,2.91560965799496,3.1505647661477,3.00620768749065,3.08069831670556,3.14936993113126,3.31514614121685,3.47858139807686,3.54653739589346,3.71697511027372,3.55222368368194,3.37860218510339,3.2778544395141,3.04523786094587,2.97626712447989,2.88446551440977,NA,33.1000000000058
"Benthic fish & inv.","Mediterranean","Aegean Sea","Norway lobster in Aegean Sea","Nephrops norvegicus","NEPRNOR_AL",1970,2014,"None",1.595,0.228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.400516626090819,0.232236274729759,0.690734330637355,8.05748917299552,6.07079199479863,10.694342983348,0.806789594582867,0.710821675621397,0.915714126694526,0.140506602446224,0.0437898582828373,0.258284951068012,1.00565225239587,0.200258313045409,0.116118137364879,0.345367165318678,0.112550460710492,0.0652614598540927,0.194105467981643,0.806789594582867,0.710821675621397,0.915714126694526,4.02874458649776,3.03539599739931,5.34717149167402,1.13213042794484,0.35283630900097,2.08112819677818,0.281013204892449,0.0875797165656746,0.516569902136023,0.201390223575113,0.109555961210352,0.646191999472971,1.78933273399156,0.973394160439358,5.74135365945007,NA,NA,NA,NA,0.264,0.235,0.212,0.302,0.382,0.366,0.456,0.553,0.496,0.487,0.394,0.374,0.334,0.297,0.228,NA,1.36368185263391,1.22485337665077,1.04775900979774,1.36357072942177,1.55160596378882,1.38222714752957,1.62751777610253,1.90239983769498,1.76175253964288,1.89943151028101,1.7706637248332,1.91069743980077,2.02093899735237,2.01012416029032,1.78933273399156,NA,1.39546846223714,1.38920543005479,1.42663154063623,1.49258553827116,1.57367684363891,1.63201981135234,1.67878138106069,1.70996120934787,1.682840587887,1.60593237854042,1.49607945434273,1.40318338372309,1.28935118621062,1.21910573930451,1.13213042794484,NA,82.2700000000041
"Benthic fish & inv.","Mediterranean","Aegean Sea","Common octopus in Aegean Sea","Octopus vulgaris","OCTOVUL_AL",1990,2014,"None",4.15,1.992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.697676326071031,0.513823735182815,0.947313684889991,19.5529694405693,15.1417600600844,25.2492849197683,3.41041097076889,2.94536659082423,3.94888127874297,0.208054571844618,0.0835065778863719,0.364250375014772,1.40370342051016,0.348838163035516,0.256911867591408,0.473656842444995,0.290309498613668,0.213806754454126,0.394185886224668,3.41041097076889,2.94536659082423,3.94888127874297,9.77648472028467,7.57088003004221,12.6246424598841,4.06808468524855,1.63280156549875,7.12217645137976,0.416109143689235,0.167013155772744,0.728500750029544,0.489665322657435,0.279689784941244,1.21998903117877,1.68670100356951,0.963419337902698,4.20237380108006,NA,NA,NA,NA,2.785,3.386,2.717,3.363,4.15,3.28,3.242,2.748,2.158,2.138,1.941,1.679,1.632,1.933,1.992,NA,1.21755195594609,1.43085841672266,1.11537750796528,1.38704333655709,1.72046660557986,1.44865828747135,1.56070480659232,1.49361185821882,1.30211229576483,1.49262682023924,1.51872808012486,1.40928856814653,1.47007729346245,1.72681891605616,1.68670100356951,NA,6.55712867127504,6.78369479604776,6.98302770416212,6.95044876266277,6.91477190098742,6.490585834378,5.95481469958521,5.27418044994493,4.81909924029271,4.48015046169211,4.23191685004176,4.08591900346764,3.94415852624468,3.96056274516225,4.06808468524855,NA,8.25999999999476
"Benthic fish & inv.","Mediterranean","Aegean Sea","Common pandora in Aegean Sea","Pagellus erythrinus","PAGEERY_AL",1970,2014,"None",1.106,0.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.460703780998966,0.341127149078453,0.622196076741842,5.61251317954846,4.22537573283832,7.45503031737379,0.646426510681125,0.584773333765989,0.714579837319659,0.297895259178292,0.0885553316040198,0.383147606725626,1.09312379830889,0.230351890499483,0.170563574539227,0.311098038370921,0.230351890499483,0.170563574539227,0.311098038370921,0.646426510681125,0.584773333765989,0.714579837319659,2.80625658977423,2.11268786641916,3.72751515868689,1.67194106826317,0.497017965746845,2.15042099246003,0.595790518356583,0.17711066320804,0.766295213451252,0.251803133490429,0.19577561857708,0.847051875413363,1.09312379830889,0.849898032755757,3.67720826417643,NA,NA,NA,NA,0.362,0.252,0.296,0.329,0.279,0.371,0.475,0.423,0.412,0.452,0.475,0.521,0.416,0.468,0.421,NA,1.63670101791026,1.17837787233405,1.36843801891013,1.4516839147219,1.14112263070935,1.38299804007469,1.59769630992319,1.29912593434139,1.23535644093699,1.3239663946123,1.35969193717807,1.44849351685928,1.14151776693515,1.24280734206112,1.09312379830889,NA,1.16070648215365,1.14132881468489,1.14785251620783,1.17493737077725,1.2203621890842,1.27828876920581,1.34571312928247,1.41350495056366,1.44781526491461,1.48207332977544,1.51656596942386,1.56145469082198,1.58204515262637,1.63474591940719,1.67194106826317,NA,71.4500000000116
"Benthic fish & inv.","Mediterranean","Aegean Sea","Red porgy in Aegean Sea","Pagrus pagrus","PAGRPAG_AL",1985,2014,"None",1.296,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.548811636094026,0.394849736650358,0.762807174362918,5.73432680128402,4.1420064108516,7.93878632775063,0.786766318427627,0.644150749544531,0.960957105537559,0.30784848667031,0.117715365644282,0.392361975588343,1.30055214987579,0.274405818047013,0.197424868325179,0.381403587181459,0.274405818047013,0.197424868325179,0.381403587181459,0.786766318427627,0.644150749544531,0.960957105537559,2.86716340064201,2.0710032054258,3.96939316387532,1.76530382784828,0.675018376136956,2.24993179242098,0.615696973340619,0.235430731288565,0.784723951176685,0.356879076599467,0.280008488311597,0.933307925045551,1.30055214987579,1.02041746164297,3.40119583355791,NA,NA,NA,NA,0.519,0.377,0.402,0.471,0.494,0.53,0.822,0.614,0.648,0.807,0.788,0.804,0.614,0.585,0.63,NA,1.44351576581892,1.01979776015323,1.0075334915131,1.105087840985,1.06631878327952,1.05554259621005,1.52644671975591,1.1184064665862,1.16963900787381,1.46740021594235,1.42946139946338,1.49222722085849,1.20395541459852,1.19405874438969,1.30055214987579,NA,1.37052663423792,1.38972290316833,1.45402959589351,1.5532121939175,1.68828815830201,1.82981334467112,1.96244210103908,2.00066966145988,2.01896991243376,2.00415654289765,2.00890995062438,1.96348584858431,1.85850892794539,1.7854054555302,1.76530382784828,NA,14.3600000000006
"Benthic fish & inv.","Mediterranean","Aegean Sea","Common spiny lobster in Aegean Sea","Palinurus elephas","PALIELE_AL",1982,2014,"None",0.43,0.116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.278037300453194,0.161782894495344,0.477830123415948,1.75507585078455,0.931955568478554,3.30519109085401,0.121994137910682,0.101968898810019,0.145952048695736,0.386803505140821,0.159361587144086,0.491030432962818,1.22913229649033,0.139018650226597,0.0808914472476722,0.238915061707974,0.139018650226597,0.0808914472476722,0.238915061707974,0.121994137910682,0.101968898810019,0.145952048695736,0.877537925392273,0.465977784239277,1.652595545427,0.67886949087147,0.279691673139283,0.861795654893321,0.773607010281641,0.318723174288173,0.982060865925635,0.170872312808004,0.134602674475493,0.414742415095903,1.22913229649033,0.968234652372857,2.98335809202494,NA,NA,NA,NA,0.143,0.104,0.079,0.062,0.066,0.109,0.114,0.129,0.123,0.135,0.144,0.126,0.115,0.095,0.116,NA,1.71051366598205,1.24475877634786,0.947474156884357,0.743719795853391,0.76026947320921,1.17871250419436,1.17681457542613,1.29113692751506,1.22423887654513,1.34812327503545,1.45911323487083,1.29926070757335,1.21616985791102,1.01234030380966,1.22913229649033,NA,0.60136260935527,0.601000834164311,0.599772640246594,0.599665799481432,0.624458117160916,0.665189736584669,0.696825034762044,0.718694531479934,0.722713017403046,0.72032932290867,0.7099053152346,0.697591488421342,0.680190461472084,0.675031454626992,0.67886949087147,NA,2.80000000000291
"Benthic fish & inv.","Mediterranean","Aegean Sea","Pink shrimp in Aegean Sea","Parapeneaus longirostris","PARELON_AL",1970,2014,"None",1.757,0.749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.948854321055801,0.68351956397618,1.31718910479882,4.86197478695901,4.01651669948663,5.88539787026069,1.1533264463676,1.06447019261094,1.24959994288642,0.234618239624414,0.132881634714682,0.307664214194875,1.38400544712864,0.474427160527901,0.34175978198809,0.658594552399411,0.445237060932261,0.320732313697877,0.618073178040714,1.1533264463676,1.06447019261094,1.24959994288642,2.43098739347951,2.00825834974332,2.94269893513034,1.14070796561461,0.64606715763268,1.49585565226504,0.469236479248828,0.265763269429364,0.61532842838975,0.656609774436389,0.500716762921514,1.15932220226839,1.47474195670402,1.12460710676934,2.60383131593076,NA,NA,NA,NA,1.022,0.777,0.88,0.783,1.018,1.206,0.899,0.94,0.893,0.662,0.635,0.794,0.889,0.9,0.749,NA,1.35138488051129,1.12640768769293,1.32316970003557,1.18588183011079,1.44393296296094,1.65582831556197,1.27856003799871,1.43987374084123,1.48441652465332,1.1982013814158,1.25167406018508,1.53600888529968,1.60086854926805,1.6061049192861,1.47474195670402,NA,1.59405130836857,1.45397141671189,1.40183720138721,1.39171658618026,1.48604240739252,1.53519115227276,1.48207104109344,1.37604899687251,1.26802009046071,1.18974988157619,1.14007341905634,1.15081356056133,1.19279175296691,1.19819052804732,1.14070796561461,NA,107.360000000001
"Benthic fish & inv.","Mediterranean","Aegean Sea","Caramote prawn in Aegean Sea","Peneaus kerathurus","PENAKER_AL",1982,2014,"None",3.227,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565525438699537,0.407485471376748,0.784859938038403,13.7041652987931,8.97638723360605,20.9220192544212,1.93751352315274,1.60723431793341,2.33566357469683,0.36162667285273,0.181253256186546,0.480666699620261,1.03474374193105,0.282762719349769,0.203742735688374,0.392429969019201,0.282762719349769,0.203742735688374,0.392429969019201,1.93751352315274,1.60723431793341,2.33566357469683,6.85208264939657,4.48819361680303,10.4610096272106,4.9557917012264,2.48392458372493,6.58713590522141,0.72325334570546,0.362506512373092,0.961333399240523,0.292586954298578,0.220126018479538,0.583753633061419,1.03474374193105,0.778483171281323,2.06446463099449,NA,NA,NA,NA,1.39,1.459,1.246,1.901,2.49,3.068,3.227,3.023,2.168,1.944,1.889,2.133,1.759,1.726,1.45,NA,0.43474676381656,0.462310608562551,0.399224346500227,0.616796921582544,0.827736168979548,1.07207484764924,1.24547516288953,1.33943182465438,1.1329674130674,1.16360769533319,1.23062557506059,1.43028518865373,1.21175690604722,1.22015390513988,1.03474374193105,NA,11.3072317314821,11.1609016979447,11.0377073212151,10.8997809397324,10.6386192196919,10.1206428370077,9.16308561583539,7.98169969996568,6.76736669262042,5.90836784901614,5.42855036958557,5.27407212299853,5.13367281498413,5.00269501727281,4.9557917012264,NA,3.93000000000757
"Large predators","Mediterranean","Aegean Sea","Bluefish in Aegean Sea","Pomatomus saltatrix","POMTSAL_AL",1982,2014,"None",0.488,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.720723291275541,0.583404213066617,0.890363920851108,1.38757544333417,1.07280146978985,1.79470821504484,0.25001448510323,0.22849999896963,0.273554674150092,0.152924544215198,0.0721197953941883,0.240328344250268,1.43853463795913,0.36036164563777,0.291702106533308,0.445181960425554,0.220432561647179,0.178433646752877,0.272316993563625,0.25001448510323,0.22849999896963,0.273554674150092,0.693787721667086,0.536400734894925,0.897354107522419,0.212194342236079,0.100071657067261,0.333473708818834,0.305849088430396,0.144239590788377,0.480656688500537,0.518392709441886,0.329861086769391,1.09921233667657,2.35170659710255,1.49642631880022,4.98661508292026,NA,NA,NA,NA,0.257,0.482,0.488,0.268,0.098,0.24,0.201,0.104,0.112,0.092,0.1,0.123,0.111,0.094,0.11,NA,0.869581429008891,1.57256313492479,1.78572119128634,1.23796484328714,0.642425738735658,1.94738038524601,1.88474697631983,1.1000480117494,1.51617855078802,1.47705602453628,1.61000860454235,1.99290166613903,1.85940737715293,1.73943943041442,2.35170659710255,NA,0.820133034786632,0.850551052448024,0.75834636262077,0.60074189628923,0.423315900433284,0.344436566571821,0.320405916722198,0.301675385010241,0.266663063038014,0.244863727137931,0.244520304354886,0.243746645094263,0.239719432435544,0.22808057422937,0.212194342236079,NA,40.2899999999936
"Benthic fish & inv.","Mediterranean","Aegean Sea","Turbot in Aegean Sea","Scophthalmus maximus","PSETMAX_AL",1982,2014,"None",0.32,0.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.474734299939912,0.354516638142465,0.635718133626414,0.775254346313733,0.60004891757543,1.00161717465773,0.092009957343156,0.0831057618892771,0.10186817445424,0.307409318320343,0.103536542438519,0.387321947058157,1.44954599211781,0.237367149969956,0.177258319071232,0.317859066813207,0.237367149969956,0.177258319071232,0.317859066813207,0.092009957343156,0.0831057618892771,0.10186817445424,0.387627173156866,0.300024458787715,0.500808587328866,0.238320410125188,0.0802671545277582,0.300273022879533,0.614818636640686,0.207073084877038,0.774643894116313,0.344074600899378,0.273084805333637,1.02158847516692,1.44954599211781,1.15047429843684,4.30383258718076,NA,NA,NA,NA,0.06,0.072,0.074,0.074,0.051,0.068,0.047,0.078,0.105,0.09,0.079,0.06,0.069,0.06,0.082,NA,1.24959724590078,1.42644848675025,1.43699682979798,1.42701589967944,0.996516664525641,1.30628941895008,0.873306499460832,1.37305438182261,1.76635529965994,1.50786551782252,1.39244145383471,1.1253656900555,1.29676046682646,1.10990174534468,1.44954599211781,NA,0.202283554182672,0.212645300166618,0.216947821952381,0.218465212929428,0.215608061577485,0.219305179236338,0.226730815596168,0.239323997801747,0.250432459104414,0.251454426018089,0.239017407741197,0.224614073835166,0.224165468846177,0.22774355771392,0.238320410125188,NA,10.6900000000023
"Benthic fish & inv.","Mediterranean","Aegean Sea","Thornback ray in Aegean Sea","Raja clavata","RAJACLA_AL",1982,2014,"None",1.374,0.368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.234570288093798,0.106192690524068,0.518145079335157,11.0336925006002,3.88778677093372,31.3140553664064,0.64704410715104,0.389187797234341,1.07574307204395,0.274764609160991,0.0512908200592022,0.388788254132943,1.03495899563516,0.117285144046899,0.0530963452620342,0.259072539667579,0.117285144046899,0.0530963452620342,0.259072539667579,0.64704410715104,0.389187797234341,1.07574307204395,5.51684625030009,1.94389338546686,15.6570276832032,3.03166820752996,0.565927136636853,4.28977004394809,0.549529218321981,0.102581640118404,0.777576508265886,0.121385314885703,0.0857854841238322,0.650260388973254,1.03495899563516,0.731426685118187,5.5442690057424,NA,NA,NA,NA,0.64,0.456,0.482,0.501,0.489,0.463,0.658,0.597,0.564,0.559,0.642,0.541,0.447,0.476,0.368,NA,1.46437084076686,1.0802938206818,1.16297631510662,1.21846210172291,1.18696029402001,1.12188948075783,1.58717447838622,1.44848652650674,1.38789865092563,1.41212164614924,1.65415483699304,1.43321006738767,1.22112880842964,1.32850790560372,1.03495899563516,NA,3.72636932360556,3.59898424243526,3.53372836509225,3.50576414166598,3.51260780738874,3.51874592707628,3.53474603980936,3.51412224964723,3.46480138870609,3.37517808112053,3.30914550141341,3.21843253154109,3.12106663134262,3.05491973462995,3.03166820752996,NA,4.58999999999651
